collector_fullname,observation_subject,inat_upload,is_wild,taxon_name,no_name_on_list,name_proposition,sample_id,picture_panel,picture_general,picture_detail,picture_cut,picture_panel_label,picture_free,x_coord,y_coord,ipen,herbivory_(percent),comment_eco,soil_type,weather,temperature_(°C),comment_env,date,collector_orcid,collector_inat,extracted_id,project,geometry
Émilie Lab,Leaf,1,0,Centaurea montana,0,,dbgi_008667,DCIM/jbc/Centaurea montana_dbgi_008667_01.jpg,DCIM/jbc/Centaurea montana_dbgi_008667_02.jpg,DCIM/jbc/Centaurea montana_dbgi_008667_03.jpg,DCIM/jbc/Centaurea montana_dbgi_008667_04.jpg,DCIM/jbc/Centaurea montana_dbgi_008667_05.jpg,,2574726.260975782,1097950.6417669032,,,,,,,,20250527143322,,,dbgi_008667,jbc,POINT (2574726.260975782 1097950.6417669032)
Émilie Lab,Leaf,1,0,Helleborus viridis,0,,dbgi_008735,DCIM/jbc/Helleborus viridis_dbgi_008735_01.jpg,DCIM/jbc/Helleborus viridis_dbgi_008735_02.jpg,DCIM/jbc/Helleborus viridis_dbgi_008735_03.jpg,DCIM/jbc/Helleborus viridis_dbgi_008735_04.jpg,DCIM/jbc/Helleborus viridis_dbgi_008735_05.jpg,,2574724.5804607654,1097949.875189646,,,,,,,,20250527143451,,,dbgi_008735,jbc,POINT (2574724.5804607654 1097949.875189646)
Émilie Lab,Leaf,1,0,Laburnum alpinum,0,,dbgi_008717,DCIM/jbc/Laburnum alpinum_dbgi_008717_01.jpg,DCIM/jbc/Laburnum alpinum_dbgi_008717_02.jpg,DCIM/jbc/Laburnum alpinum_dbgi_008717_03.jpg,DCIM/jbc/Laburnum alpinum_dbgi_008717_04.jpg,DCIM/jbc/Laburnum alpinum_dbgi_008717_05.jpg,,2574719.8983606976,1097948.8017170636,,,,,,,,20250527143709,,,dbgi_008717,jbc,POINT (2574719.8983606976 1097948.8017170636)
Mazzarine Laboureau,Leaf,1,0,Rhododendron ferrugineum,0,,dbgi_008691,DCIM/jbc/Rhododendron ferrugineum_dbgi_008691_01.jpg,DCIM/jbc/Rhododendron ferrugineum_dbgi_008691_02.jpg,DCIM/jbc/Rhododendron ferrugineum_dbgi_008691_03.jpg,DCIM/jbc/Rhododendron ferrugineum_dbgi_008691_04.jpg,DCIM/jbc/Rhododendron ferrugineum_dbgi_008691_05.jpg,,2574730.551793425,1097953.0551930722,,,,,,,,20250527130607,0009-0006-7011-4195,@mazzarinel,dbgi_008691,jbc,POINT (2574730.551793425 1097953.0551930722)
Mazzarine Laboureau,Leaf,1,0,Dianthus silvestris,0,,dbgi_008771,DCIM/jbc/Dianthus silvestris_dbgi_008771_01.jpg,DCIM/jbc/Dianthus silvestris_dbgi_008771_02.jpg,DCIM/jbc/Dianthus silvestris_dbgi_008771_03.jpg,DCIM/jbc/Dianthus silvestris_dbgi_008771_04.jpg,DCIM/jbc/Dianthus silvestris_dbgi_008771_05.jpg,,2574729.8402614878,1097952.3560641205,,,,,,,,20250527130856,0009-0006-7011-4195,@mazzarinel,dbgi_008771,jbc,POINT (2574729.8402614878 1097952.3560641205)
Mazzarine Laboureau,Leaf,1,0,Betula humilis,0,,dbgi_008689,DCIM/jbc/Betula humilis_dbgi_008689_01.jpg,DCIM/jbc/Betula humilis_dbgi_008689_02.jpg,DCIM/jbc/Betula humilis_dbgi_008689_03.jpg,DCIM/jbc/Betula humilis_dbgi_008689_04.jpg,DCIM/jbc/Betula humilis_dbgi_008689_05.jpg,,2574731.245065546,1097953.1377020348,,,,,,,,20250527131034,0009-0006-7011-4195,@mazzarinel,dbgi_008689,jbc,POINT (2574731.245065546 1097953.1377020348)
Mazzarine Laboureau,Leaf,1,0,Silene vallesia,0,,dbgi_008685,DCIM/jbc/Silene vallesia_dbgi_008685_01.jpg,DCIM/jbc/Silene vallesia_dbgi_008685_02.jpg,DCIM/jbc/Silene vallesia_dbgi_008685_03.jpg,DCIM/jbc/Silene vallesia_dbgi_008685_04.jpg,DCIM/jbc/Silene vallesia_dbgi_008685_05.jpg,,2574731.6970438077,1097953.1272923748,,,,,,,,20250527131223,0009-0006-7011-4195,@mazzarinel,dbgi_008685,jbc,POINT (2574731.6970438077 1097953.1272923748)
Mazzarine Laboureau,Leaf,1,0,Tanaceatum corymbosum,0,,dbgi_008770,DCIM/jbc/Tanaceatum corymbosum_dbgi_008770_01.jpg,DCIM/jbc/Tanaceatum corymbosum_dbgi_008770_02.jpg,DCIM/jbc/Tanaceatum corymbosum_dbgi_008770_03.jpg,DCIM/jbc/Tanaceatum corymbosum_dbgi_008770_04.jpg,DCIM/jbc/Tanaceatum corymbosum_dbgi_008770_05.jpg,,2574730.3619283414,1097954.0624778783,,,,,,,,20250527131830,0009-0006-7011-4195,@mazzarinel,dbgi_008770,jbc,POINT (2574730.3619283414 1097954.0624778783)
Mazzarine Laboureau,Leaf,1,0,Laburnum anagyroides,0,,dbgi_008670,DCIM/jbc/Laburnum anagyroides_dbgi_008670_01.jpg,DCIM/jbc/Laburnum anagyroides_dbgi_008670_02.jpg,DCIM/jbc/Laburnum anagyroides_dbgi_008670_03.jpg,DCIM/jbc/Laburnum anagyroides_dbgi_008670_04.jpg,DCIM/jbc/Laburnum anagyroides_dbgi_008670_05.jpg,,2574731.258799662,1097954.3885222147,,,,,,,,20250527132036,0009-0006-7011-4195,@mazzarinel,dbgi_008670,jbc,POINT (2574731.258799662 1097954.3885222147)
Mazzarine Laboureau,Leaf,1,0,Aster amellus,0,,dbgi_008769,DCIM/jbc/Aster amellus_dbgi_008769_01.jpg,DCIM/jbc/Aster amellus_dbgi_008769_02.jpg,DCIM/jbc/Aster amellus_dbgi_008769_03.jpg,DCIM/jbc/Aster amellus_dbgi_008769_04.jpg,DCIM/jbc/Aster amellus_dbgi_008769_05.jpg,,2574731.70709775,1097954.0524036533,,,,,,,,20250527132153,0009-0006-7011-4195,@mazzarinel,dbgi_008769,jbc,POINT (2574731.70709775 1097954.0524036533)
Mazzarine Laboureau,Leaf,1,0,Silene flos-jovis,0,,dbgi_006939,DCIM/jbc/Silene flos-jovis_dbgi_006939_01.jpg,DCIM/jbc/Silene flos-jovis_dbgi_006939_02.jpg,DCIM/jbc/Silene flos-jovis_dbgi_006939_03.jpg,DCIM/jbc/Silene flos-jovis_dbgi_006939_04.jpg,DCIM/jbc/Silene flos-jovis_dbgi_006939_05.jpg,,2574731.0200394904,1097953.580737975,,,,,,,,20250527132330,0009-0006-7011-4195,@mazzarinel,dbgi_006939,jbc,POINT (2574731.0200394904 1097953.580737975)
Mazzarine Laboureau,Leaf,1,0,Rhododendron hirsutum,0,,dbgi_008765,DCIM/jbc/Rhododendron hirsutum_dbgi_008765_01.jpg,DCIM/jbc/Rhododendron hirsutum_dbgi_008765_02.jpg,DCIM/jbc/Rhododendron hirsutum_dbgi_008765_03.jpg,DCIM/jbc/Rhododendron hirsutum_dbgi_008765_04.jpg,DCIM/jbc/Rhododendron hirsutum_dbgi_008765_05.jpg,,2574732.438201243,1097953.7053305164,,,,,,,,20250527132616,0009-0006-7011-4195,@mazzarinel,dbgi_008765,jbc,POINT (2574732.438201243 1097953.7053305164)
Mazzarine Laboureau,Leaf,1,0,Helleborus niger,0,,dbgi_008767,DCIM/jbc/Helleborus niger_dbgi_008767_01.jpg,DCIM/jbc/Helleborus niger_dbgi_008767_02.jpg,DCIM/jbc/Helleborus niger_dbgi_008767_03.jpg,DCIM/jbc/Helleborus niger_dbgi_008767_04.jpg,DCIM/jbc/Helleborus niger_dbgi_008767_05.jpg,,2574733.3451041766,1097953.4007453904,,,,,,,,20250527132938,0009-0006-7011-4195,@mazzarinel,dbgi_008767,jbc,POINT (2574733.3451041766 1097953.4007453904)
Mazzarine Laboureau,Leaf,1,0,Scorzonera humilis,0,,dbgi_007118,DCIM/jbc/Scorzonera humilis_dbgi_007118_01.jpg,DCIM/jbc/Scorzonera humilis_dbgi_007118_02.jpg,DCIM/jbc/Scorzonera humilis_dbgi_007118_03.jpg,DCIM/jbc/Scorzonera humilis_dbgi_007118_04.jpg,DCIM/jbc/Scorzonera humilis_dbgi_007118_05.jpg,,2574733.7108852966,1097954.1712569236,,,,,,,,20250527133054,0009-0006-7011-4195,@mazzarinel,dbgi_007118,jbc,POINT (2574733.7108852966 1097954.1712569236)
Mazzarine Laboureau,Leaf,1,0,Iris pseudacorus,0,,dbgi_006960,DCIM/jbc/Iris pseudacorus_dbgi_006960_01.jpg,DCIM/jbc/Iris pseudacorus_dbgi_006960_02.jpg,DCIM/jbc/Iris pseudacorus_dbgi_006960_03.jpg,DCIM/jbc/Iris pseudacorus_dbgi_006960_04.jpg,DCIM/jbc/Iris pseudacorus_dbgi_006960_05.jpg,,2574734.246444376,1097953.6783022266,,,,,,,,20250527133229,0009-0006-7011-4195,@mazzarinel,dbgi_006960,jbc,POINT (2574734.246444376 1097953.6783022266)
Mazzarine Laboureau,Leaf,1,0,Primula pubescens,0,,dbgi_006987,DCIM/jbc/Primula pubescens_dbgi_006987_01.jpg,DCIM/jbc/Primula pubescens_dbgi_006987_02.jpg,DCIM/jbc/Primula pubescens_dbgi_006987_03.jpg,DCIM/jbc/Primula pubescens_dbgi_006987_04.jpg,DCIM/jbc/Primula pubescens_dbgi_006987_05.jpg,,2574735.067030365,1097953.3279409308,,,,,,,,20250527133429,0009-0006-7011-4195,@mazzarinel,dbgi_006987,jbc,POINT (2574735.067030365 1097953.3279409308)
Mazzarine Laboureau,Leaf,1,0,Salix breviserrata,0,,dbgi_006956,DCIM/jbc/Salix breviserrata_dbgi_006956_01.jpg,DCIM/jbc/Salix breviserrata_dbgi_006956_02.jpg,DCIM/jbc/Salix breviserrata_dbgi_006956_03.jpg,DCIM/jbc/Salix breviserrata_dbgi_006956_04.jpg,DCIM/jbc/Salix breviserrata_dbgi_006956_05.jpg,,2574735.132364752,1097954.0059335185,,,,,,,,20250527133555,0009-0006-7011-4195,@mazzarinel,dbgi_006956,jbc,POINT (2574735.132364752 1097954.0059335185)
Mazzarine Laboureau,Leaf,1,0,Alchemilla conjuncta,0,,dbgi_008843,DCIM/jbc/Alchemilla conjuncta_dbgi_008843_01.jpg,DCIM/jbc/Alchemilla conjuncta_dbgi_008843_02.jpg,DCIM/jbc/Alchemilla conjuncta_dbgi_008843_03.jpg,DCIM/jbc/Alchemilla conjuncta_dbgi_008843_04.jpg,DCIM/jbc/Alchemilla conjuncta_dbgi_008843_05.jpg,,2574736.2648424217,1097954.245020741,,,,,,,,20250527133749,0009-0006-7011-4195,@mazzarinel,dbgi_008843,jbc,POINT (2574736.2648424217 1097954.245020741)
Mazzarine Laboureau,Leaf,1,0,,1,Salix myrtilloides,dbgi_008696,DCIM/jbc/Salix myrtilloides_dbgi_008696_01.jpg,DCIM/jbc/Salix myrtilloides_dbgi_008696_02.jpg,DCIM/jbc/Salix myrtilloides_dbgi_008696_03.jpg,DCIM/jbc/Salix myrtilloides_dbgi_008696_04.jpg,DCIM/jbc/Salix myrtilloides_dbgi_008696_05.jpg,,2574736.711857433,1097953.505508749,,,,,,,,20250527134007,0009-0006-7011-4195,@mazzarinel,dbgi_008696,jbc,POINT (2574736.711857433 1097953.505508749)
Mazzarine Laboureau,Leaf,1,0,Betula humilis,0,,dbgi_008693,DCIM/jbc/Betula humilis_dbgi_008693_01.jpg,DCIM/jbc/Betula humilis_dbgi_008693_02.jpg,DCIM/jbc/Betula humilis_dbgi_008693_03.jpg,DCIM/jbc/Betula humilis_dbgi_008693_04.jpg,DCIM/jbc/Betula humilis_dbgi_008693_05.jpg,,2574735.8100375533,1097955.36589357,,,,,,,,20250527134414,0009-0006-7011-4195,@mazzarinel,dbgi_008693,jbc,POINT (2574735.8100375533 1097955.36589357)
Mazzarine Laboureau,Leaf,1,0,Salix myrsinifolia,0,,dbgi_008688,DCIM/jbc/Salix myrsinifolia_dbgi_008688_01.jpg,DCIM/jbc/Salix myrsinifolia_dbgi_008688_02.jpg,DCIM/jbc/Salix myrsinifolia_dbgi_008688_03.jpg,DCIM/jbc/Salix myrsinifolia_dbgi_008688_04.jpg,DCIM/jbc/Salix myrsinifolia_dbgi_008688_05.jpg,,2574736.6072539664,1097956.1596147863,,,,,,,,20250527134632,0009-0006-7011-4195,@mazzarinel,dbgi_008688,jbc,POINT (2574736.6072539664 1097956.1596147863)
Mazzarine Laboureau,Leaf,1,0,,1,Carex punctata,dbgi_008714,DCIM/jbc/Carex punctata_dbgi_008714_01.jpg,DCIM/jbc/Carex punctata_dbgi_008714_02.jpg,DCIM/jbc/Carex punctata_dbgi_008714_03.jpg,DCIM/jbc/Carex punctata_dbgi_008714_04.jpg,DCIM/jbc/Carex punctata_dbgi_008714_05.jpg,,2574737.647372585,1097955.9865015228,,,,,,,,20250527134820,0009-0006-7011-4195,@mazzarinel,dbgi_008714,jbc,POINT (2574737.647372585 1097955.9865015228)
Mazzarine Laboureau,Leaf,1,0,Erica Herbacea,0,,dbgi_008709,DCIM/jbc/Erica Herbacea_dbgi_008709_01.jpg,DCIM/jbc/Erica Herbacea_dbgi_008709_02.jpg,DCIM/jbc/Erica Herbacea_dbgi_008709_03.jpg,DCIM/jbc/Erica Herbacea_dbgi_008709_04.jpg,DCIM/jbc/Erica Herbacea_dbgi_008709_05.jpg,,2574738.9803079707,1097955.5746208231,,,,,,,,20250527135648,0009-0006-7011-4195,@mazzarinel,dbgi_008709,jbc,POINT (2574738.9803079707 1097955.5746208231)
Mazzarine Laboureau,Leaf,1,0,Potentilla cinerea,0,,dbgi_008624,DCIM/jbc/Potentilla cinerea_dbgi_008624_01.jpg,DCIM/jbc/Potentilla cinerea_dbgi_008624_02.jpg,DCIM/jbc/Potentilla cinerea_dbgi_008624_03.jpg,DCIM/jbc/Potentilla cinerea_dbgi_008624_04.jpg,DCIM/jbc/Potentilla cinerea_dbgi_008624_05.jpg,,2574739.658460452,1097954.796639217,,,,,,,,20250527135944,0009-0006-7011-4195,@mazzarinel,dbgi_008624,jbc,POINT (2574739.658460452 1097954.796639217)
Mazzarine Laboureau,Leaf,1,0,Helianthemum canum,0,,dbgi_008706,DCIM/jbc/Helianthemum canum_dbgi_008706_01.jpg,DCIM/jbc/Helianthemum canum_dbgi_008706_02.jpg,DCIM/jbc/Helianthemum canum_dbgi_008706_03.jpg,DCIM/jbc/Helianthemum canum_dbgi_008706_04.jpg,DCIM/jbc/Helianthemum canum_dbgi_008706_05.jpg,,2574740.775678192,1097954.3731536753,,,,,,,,20250527140301,0009-0006-7011-4195,@mazzarinel,dbgi_008706,jbc,POINT (2574740.775678192 1097954.3731536753)
Mazzarine Laboureau,Leaf,1,0,Alyssum montanum,0,,dbgi_008749,DCIM/jbc/Alyssum montanum_dbgi_008749_01.jpg,DCIM/jbc/Alyssum montanum_dbgi_008749_02.jpg,DCIM/jbc/Alyssum montanum_dbgi_008749_03.jpg,DCIM/jbc/Alyssum montanum_dbgi_008749_04.jpg,DCIM/jbc/Alyssum montanum_dbgi_008749_05.jpg,,2574741.052915242,1097954.897107914,,,,,,,,20250527140555,0009-0006-7011-4195,@mazzarinel,dbgi_008749,jbc,POINT (2574741.052915242 1097954.897107914)
Mazzarine Laboureau,Leaf,1,0,,1,Satureja vulgaris,dbgi_008726,DCIM/jbc/Satureja vulgaris_dbgi_008726_01.jpg,DCIM/jbc/Satureja vulgaris_dbgi_008726_02.jpg,DCIM/jbc/Satureja vulgaris_dbgi_008726_03.jpg,DCIM/jbc/Satureja vulgaris_dbgi_008726_04.jpg,DCIM/jbc/Satureja vulgaris_dbgi_008726_05.jpg,,2574741.5614496567,1097954.6699453194,,,,,,,,20250527140923,0009-0006-7011-4195,@mazzarinel,dbgi_008726,jbc,POINT (2574741.5614496567 1097954.6699453194)
Mazzarine Laboureau,Leaf,1,0,,1,Buphthalmum salicifolium,dbgi_008745,DCIM/jbc/Buphthalmum salicifolium_dbgi_008745_01.jpg,DCIM/jbc/Buphthalmum salicifolium_dbgi_008745_02.jpg,DCIM/jbc/Buphthalmum salicifolium_dbgi_008745_03.jpg,DCIM/jbc/Buphthalmum salicifolium_dbgi_008745_04.jpg,DCIM/jbc/Buphthalmum salicifolium_dbgi_008745_05.jpg,,2574740.239959219,1097955.5787555915,,,,,,,,20250527141107,0009-0006-7011-4195,@mazzarinel,dbgi_008745,jbc,POINT (2574740.239959219 1097955.5787555915)
Mazzarine Laboureau,Leaf,1,0,Asphodelus albus,0,,dbgi_008704,DCIM/jbc/Asphodelus albus_dbgi_008704_01.jpg,DCIM/jbc/Asphodelus albus_dbgi_008704_02.jpg,DCIM/jbc/Asphodelus albus_dbgi_008704_03.jpg,DCIM/jbc/Asphodelus albus_dbgi_008704_04.jpg,DCIM/jbc/Asphodelus albus_dbgi_008704_05.jpg,,2574740.8793222997,1097955.9949309533,,,,,,,,20250527141403,0009-0006-7011-4195,@mazzarinel,dbgi_008704,jbc,POINT (2574740.8793222997 1097955.9949309533)
Mazzarine Laboureau,Leaf,1,0,Silene coronaria,0,,dbgi_008626,DCIM/jbc/Silene coronaria_dbgi_008626_01.jpg,DCIM/jbc/Silene coronaria_dbgi_008626_02.jpg,DCIM/jbc/Silene coronaria_dbgi_008626_03.jpg,DCIM/jbc/Silene coronaria_dbgi_008626_04.jpg,DCIM/jbc/Silene coronaria_dbgi_008626_05.jpg,,2574742.1698131957,1097955.8989168112,,,,,,,,20250527141542,0009-0006-7011-4195,@mazzarinel,dbgi_008626,jbc,POINT (2574742.1698131957 1097955.8989168112)
Mazzarine Laboureau,Leaf,1,0,Anthemis tinctoria,0,,dbgi_008663,DCIM/jbc/Anthemis tinctoria_dbgi_008663_01.jpg,DCIM/jbc/Anthemis tinctoria_dbgi_008663_02.jpg,DCIM/jbc/Anthemis tinctoria_dbgi_008663_03.jpg,DCIM/jbc/Anthemis tinctoria_dbgi_008663_04.jpg,DCIM/jbc/Anthemis tinctoria_dbgi_008663_05.jpg,,2574742.805361294,1097956.1494489822,,,,,,,,20250527141724,0009-0006-7011-4195,@mazzarinel,dbgi_008663,jbc,POINT (2574742.805361294 1097956.1494489822)
Mazzarine Laboureau,Leaf,1,0,Cytisus radiolatus,0,,dbgi_008721,DCIM/jbc/Cytisus radiolatus_dbgi_008721_01.jpg,DCIM/jbc/Cytisus radiolatus_dbgi_008721_02.jpg,DCIM/jbc/Cytisus radiolatus_dbgi_008721_03.jpg,DCIM/jbc/Cytisus radiolatus_dbgi_008721_04.jpg,DCIM/jbc/Cytisus radiolatus_dbgi_008721_05.jpg,,2574743.4096498988,1097956.7591793626,,,,,,,,20250527142015,0009-0006-7011-4195,@mazzarinel,dbgi_008721,jbc,POINT (2574743.4096498988 1097956.7591793626)
Mazzarine Laboureau,Leaf,1,0,Picea polita,0,,dbgi_008716,DCIM/jbc/Picea polita_dbgi_008716_01.jpg,DCIM/jbc/Picea polita_dbgi_008716_02.jpg,DCIM/jbc/Picea polita_dbgi_008716_03.jpg,DCIM/jbc/Picea polita_dbgi_008716_04.jpg,DCIM/jbc/Picea polita_dbgi_008716_05.jpg,,2574743.8895884748,1097957.3993966682,,,,,,,,20250527142217,0009-0006-7011-4195,@mazzarinel,dbgi_008716,jbc,POINT (2574743.8895884748 1097957.3993966682)
Mazzarine Laboureau,Leaf,1,0,Euonymus latifolius,0,,dbgi_008740,DCIM/jbc/Euonymus latifolius_dbgi_008740_01.jpg,DCIM/jbc/Euonymus latifolius_dbgi_008740_02.jpg,DCIM/jbc/Euonymus latifolius_dbgi_008740_03.jpg,DCIM/jbc/Euonymus latifolius_dbgi_008740_04.jpg,DCIM/jbc/Euonymus latifolius_dbgi_008740_05.jpg,,2574745.269257949,1097957.5164829732,,,,,,,,20250527142402,0009-0006-7011-4195,@mazzarinel,dbgi_008740,jbc,POINT (2574745.269257949 1097957.5164829732)
Mazzarine Laboureau,Leaf,1,0,Crataegus macrantha,0,,dbgi_008759,DCIM/jbc/Crataegus macrantha_dbgi_008759_01.jpg,DCIM/jbc/Crataegus macrantha_dbgi_008759_02.jpg,DCIM/jbc/Crataegus macrantha_dbgi_008759_03.jpg,DCIM/jbc/Crataegus macrantha_dbgi_008759_04.jpg,DCIM/jbc/Crataegus macrantha_dbgi_008759_05.jpg,,2574746.21200175,1097958.0530025556,,,,,,,,20250527142555,0009-0006-7011-4195,@mazzarinel,dbgi_008759,jbc,POINT (2574746.21200175 1097958.0530025556)
Mazzarine Laboureau,Leaf,1,0,Stachys officinalis,0,,dbgi_008750,DCIM/jbc/Stachys officinalis_dbgi_008750_01.jpg,DCIM/jbc/Stachys officinalis_dbgi_008750_02.jpg,DCIM/jbc/Stachys officinalis_dbgi_008750_03.jpg,DCIM/jbc/Stachys officinalis_dbgi_008750_04.jpg,DCIM/jbc/Stachys officinalis_dbgi_008750_05.jpg,,2574745.9694419866,1097959.6402469992,,,,,,,,20250527142843,0009-0006-7011-4195,@mazzarinel,dbgi_008750,jbc,POINT (2574745.9694419866 1097959.6402469992)
Mazzarine Laboureau,Leaf,1,0,Genista silvestris,0,,dbgi_008708,DCIM/jbc/Genista silvestris_dbgi_008708_01.jpg,DCIM/jbc/Genista silvestris_dbgi_008708_02.jpg,DCIM/jbc/Genista silvestris_dbgi_008708_03.jpg,DCIM/jbc/Genista silvestris_dbgi_008708_04.jpg,DCIM/jbc/Genista silvestris_dbgi_008708_05.jpg,,2574747.0330168614,1097961.3834868355,,,,,,,,20250527143111,0009-0006-7011-4195,@mazzarinel,dbgi_008708,jbc,POINT (2574747.0330168614 1097961.3834868355)
Mazzarine Laboureau,Leaf,1,0,Berberis oblonga,0,,dbgi_008711,DCIM/jbc/Berberis oblonga_dbgi_008711_01.jpg,DCIM/jbc/Berberis oblonga_dbgi_008711_02.jpg,DCIM/jbc/Berberis oblonga_dbgi_008711_03.jpg,DCIM/jbc/Berberis oblonga_dbgi_008711_04.jpg,DCIM/jbc/Berberis oblonga_dbgi_008711_05.jpg,,2574747.253441845,1097962.066896566,,,,,,,,20250527143258,0009-0006-7011-4195,@mazzarinel,dbgi_008711,jbc,POINT (2574747.253441845 1097962.066896566)
Mazzarine Laboureau,Leaf,1,0,Satureja montana,0,,dbgi_008658,DCIM/jbc/Satureja montana_dbgi_008658_01.jpg,DCIM/jbc/Satureja montana_dbgi_008658_02.jpg,DCIM/jbc/Satureja montana_dbgi_008658_03.jpg,DCIM/jbc/Satureja montana_dbgi_008658_04.jpg,DCIM/jbc/Satureja montana_dbgi_008658_05.jpg,,2574748.0924879224,1097962.1406109245,,,,,,,,20250527143523,0009-0006-7011-4195,@mazzarinel,dbgi_008658,jbc,POINT (2574748.0924879224 1097962.1406109245)
Mazzarine Laboureau,Leaf,1,0,Phlo douglasii,0,,dbgi_008739,DCIM/jbc/Phlo douglasii_dbgi_008739_01.jpg,DCIM/jbc/Phlo douglasii_dbgi_008739_02.jpg,DCIM/jbc/Phlo douglasii_dbgi_008739_03.jpg,DCIM/jbc/Phlo douglasii_dbgi_008739_04.jpg,DCIM/jbc/Phlo douglasii_dbgi_008739_05.jpg,,2574748.961696887,1097962.7160395933,,,,,,,,20250527143806,0009-0006-7011-4195,@mazzarinel,dbgi_008739,jbc,POINT (2574748.961696887 1097962.7160395933)
Mazzarine Laboureau,Leaf,1,0,Muscari szouitsanum,0,,dbgi_008703,DCIM/jbc/Muscari szouitsanum_dbgi_008703_01.jpg,DCIM/jbc/Muscari szouitsanum_dbgi_008703_02.jpg,DCIM/jbc/Muscari szouitsanum_dbgi_008703_03.jpg,DCIM/jbc/Muscari szouitsanum_dbgi_008703_04.jpg,DCIM/jbc/Muscari szouitsanum_dbgi_008703_05.jpg,,2574748.2782871565,1097962.9364645765,,,,,,,,20250527143929,0009-0006-7011-4195,@mazzarinel,dbgi_008703,jbc,POINT (2574748.2782871565 1097962.9364645765)
Émilie Lab,Leaf,1,0,Minuartia laricifolia,0,,dbgi_006765,DCIM/jbc/Minuartia laricifolia_dbgi_006765_01.jpg,DCIM/jbc/Minuartia laricifolia_dbgi_006765_02.jpg,DCIM/jbc/Minuartia laricifolia_dbgi_006765_03.jpg,DCIM/jbc/Minuartia laricifolia_dbgi_006765_04.jpg,DCIM/jbc/Minuartia laricifolia_dbgi_006765_05.jpg,,2574756.899786548,1097972.374027753,,,,,,,,20250604171037,,,dbgi_006765,jbc,POINT (2574756.899786548 1097972.374027753)
Émilie Lab,Leaf,1,0,Androsace sarmentosa,0,,dbgi_006772,DCIM/jbc/Androsace sarmentosa_dbgi_006772_01.jpg,DCIM/jbc/Androsace sarmentosa_dbgi_006772_02.jpg,DCIM/jbc/Androsace sarmentosa_dbgi_006772_03.jpg,DCIM/jbc/Androsace sarmentosa_dbgi_006772_04.jpg,DCIM/jbc/Androsace sarmentosa_dbgi_006772_05.jpg,,2574755.2974700998,1097972.3214927875,,,,,,,,20250604171343,,,dbgi_006772,jbc,POINT (2574755.2974700998 1097972.3214927875)
Émilie Lab,Leaf,1,0,Tanacetum argenteum,0,,dbgi_006742,DCIM/jbc/Tanacetum argenteum_dbgi_006742_01.jpg,DCIM/jbc/Tanacetum argenteum_dbgi_006742_02.jpg,DCIM/jbc/Tanacetum argenteum_dbgi_006742_03.jpg,DCIM/jbc/Tanacetum argenteum_dbgi_006742_04.jpg,DCIM/jbc/Tanacetum argenteum_dbgi_006742_05.jpg,,2574755.0873302375,1097973.1357847531,,,,,,,,20250604171607,,,dbgi_006742,jbc,POINT (2574755.0873302375 1097973.1357847531)
Émilie Lab,Leaf,1,0,Genista delphinensis,0,,dbgi_006635,DCIM/jbc/Genista delphinensis_dbgi_006635_01.jpg,DCIM/jbc/Genista delphinensis_dbgi_006635_02.jpg,DCIM/jbc/Genista delphinensis_dbgi_006635_03.jpg,DCIM/jbc/Genista delphinensis_dbgi_006635_04.jpg,DCIM/jbc/Genista delphinensis_dbgi_006635_05.jpg,,2574754.7875416167,1097972.9487727513,,,,,,,,20250604171850,,,dbgi_006635,jbc,POINT (2574754.7875416167 1097972.9487727513)
Émilie Lab,Leaf,1,0,Dianthus plumarius,0,,dbgi_006766,DCIM/jbc/Dianthus plumarius_dbgi_006766_01.jpg,DCIM/jbc/Dianthus plumarius_dbgi_006766_02.jpg,DCIM/jbc/Dianthus plumarius_dbgi_006766_03.jpg,DCIM/jbc/Dianthus plumarius_dbgi_006766_04.jpg,DCIM/jbc/Dianthus plumarius_dbgi_006766_05.jpg,,2574754.456060773,1097972.0648238363,,,,,,,,20250604172123,,,dbgi_006766,jbc,POINT (2574754.456060773 1097972.0648238363)
Émilie Lab,Leaf,1,0,Echinops ritro,0,,dbgi_006754,DCIM/jbc/Echinops ritro_dbgi_006754_01.jpg,DCIM/jbc/Echinops ritro_dbgi_006754_02.jpg,DCIM/jbc/Echinops ritro_dbgi_006754_03.jpg,DCIM/jbc/Echinops ritro_dbgi_006754_04.jpg,DCIM/jbc/Echinops ritro_dbgi_006754_05.jpg,,2574754.456060773,1097972.0648238363,,,,,,,,20250604172448,,,dbgi_006754,jbc,POINT (2574754.456060773 1097972.0648238363)
Émilie Lab,Leaf,1,0,,1,Trifolium rubens ,dbgi_006760,DCIM/jbc/Trifolium rubens _dbgi_006760_01.jpg,DCIM/jbc/Trifolium rubens _dbgi_006760_02.jpg,DCIM/jbc/Trifolium rubens _dbgi_006760_03.jpg,DCIM/jbc/Trifolium rubens _dbgi_006760_04.jpg,DCIM/jbc/Trifolium rubens _dbgi_006760_05.jpg,,2574753.074890594,1097974.385189738,,,,,,,,20250604173046,,,dbgi_006760,jbc,POINT (2574753.074890594 1097974.385189738)
