collector_fullname,observation_subject,inat_upload,is_wild,taxon_name,no_name_on_list,name_proposition,sample_id,picture_panel,picture_general,picture_detail,picture_cut,picture_panel_label,picture_free,x_coord,y_coord,ipen,herbivory_(percent),comment_eco,soil_type,weather,temperature_(°C),comment_env,date,collector_orcid,collector_inat,extracted_id,geometry,latitude,longitude
Mazzarine Laboureau,Leaf,1,0,Aster laterifloris,0,,dbgi_008449,DCIM/jbc/Aster laterifloris_dbgi_008449_01.jpg,DCIM/jbc/Aster laterifloris_dbgi_008449_02.jpg,DCIM/jbc/Aster laterifloris_dbgi_008449_03.jpg,DCIM/jbc/Aster laterifloris_dbgi_008449_04.jpg,DCIM/jbc/Aster laterifloris_dbgi_008449_05.jpg,,2574795.4538294515,1097963.1439497217,,,,,,,,20250714151226,0009-0006-7011-4195,@mazzarinel,dbgi_008449,POINT (46.032735691765794 7.113125596608884),7.113125596608884,46.032735691765794
Mazzarine Laboureau,Leaf,1,0,Veronica spicata,0,,dbgi_008407,DCIM/jbc/Veronica spicata_dbgi_008407_01.jpg,DCIM/jbc/Veronica spicata_dbgi_008407_02.jpg,DCIM/jbc/Veronica spicata_dbgi_008407_03.jpg,DCIM/jbc/Veronica spicata_dbgi_008407_04.jpg,DCIM/jbc/Veronica spicata_dbgi_008407_05.jpg,,2574772.864019999,1097962.374546724,,,,,,,,20250714151716,0009-0006-7011-4195,@mazzarinel,dbgi_008407,POINT (46.03272792412015 7.1128338886342855),7.1128338886342855,46.03272792412015
Mazzarine Laboureau,Leaf,1,0,Solidago virgaurea,0,,dbgi_008446,DCIM/jbc/Solidago virgaurea_dbgi_008446_01.jpg,DCIM/jbc/Solidago virgaurea_dbgi_008446_02.jpg,DCIM/jbc/Solidago virgaurea_dbgi_008446_03.jpg,DCIM/jbc/Solidago virgaurea_dbgi_008446_04.jpg,DCIM/jbc/Solidago virgaurea_dbgi_008446_05.jpg,,2574774.3135666084,1097962.639419286,,,,,,,,20250714152114,0009-0006-7011-4195,@mazzarinel,dbgi_008446,POINT (46.03273036109735 7.1128525953974595),7.1128525953974595,46.03273036109735
Mazzarine Laboureau,Leaf,1,0,Hieracium amplexicaule,0,,dbgi_008472,DCIM/jbc/Hieracium amplexicaule_dbgi_008472_01.jpg,DCIM/jbc/Hieracium amplexicaule_dbgi_008472_02.jpg,DCIM/jbc/Hieracium amplexicaule_dbgi_008472_03.jpg,DCIM/jbc/Hieracium amplexicaule_dbgi_008472_04.jpg,DCIM/jbc/Hieracium amplexicaule_dbgi_008472_05.jpg,,2574775.599325157,1097963.0129632102,,,,,,,,20250714152227,0009-0006-7011-4195,@mazzarinel,dbgi_008472,POINT (46.03273376947259 7.1128691809760065),7.1128691809760065,46.03273376947259
Mazzarine Laboureau,Leaf,1,0,Dianthus laricifolius,0,,dbgi_009075,DCIM/jbc/Dianthus laricifolius_dbgi_009075_01.jpg,DCIM/jbc/Dianthus laricifolius_dbgi_009075_02.jpg,DCIM/jbc/Dianthus laricifolius_dbgi_009075_03.jpg,DCIM/jbc/Dianthus laricifolius_dbgi_009075_04.jpg,DCIM/jbc/Dianthus laricifolius_dbgi_009075_05.jpg,,2574773.738077001,1097961.5587304926,,,,,,,,20250714152454,0009-0006-7011-4195,@mazzarinel,dbgi_009075,POINT (46.032720618304964 7.112845221069695),7.112845221069695,46.032720618304964
Mazzarine Laboureau,Leaf,1,0,Tulipa sylvestris,0,,dbgi_008397,DCIM/jbc/Tulipa sylvestris_dbgi_008397_01.jpg,DCIM/jbc/Tulipa sylvestris_dbgi_008397_02.jpg,DCIM/jbc/Tulipa sylvestris_dbgi_008397_03.jpg,DCIM/jbc/Tulipa sylvestris_dbgi_008397_04.jpg,DCIM/jbc/Tulipa sylvestris_dbgi_008397_05.jpg,,2574773.569602832,1097963.7935225714,,,,,,,,20250714153237,0009-0006-7011-4195,@mazzarinel,dbgi_008397,POINT (46.03274071481458 7.1128429249173415),7.1128429249173415,46.03274071481458
Mazzarine Laboureau,Leaf,1,0,Peucedanum ostruthium,0,,dbgi_009077,DCIM/jbc/Peucedanum ostruthium_dbgi_009077_01.jpg,DCIM/jbc/Peucedanum ostruthium_dbgi_009077_02.jpg,DCIM/jbc/Peucedanum ostruthium_dbgi_009077_03.jpg,DCIM/jbc/Peucedanum ostruthium_dbgi_009077_04.jpg,DCIM/jbc/Peucedanum ostruthium_dbgi_009077_05.jpg,,2574774.6594405225,1097964.0139893675,,,,,,,,20250714153602,0009-0006-7011-4195,@mazzarinel,dbgi_009077,POINT (46.03274273885786 7.112856988402257),7.112856988402257,46.03274273885786
Mazzarine Laboureau,Leaf,1,0,Cytisus emeriflorus,0,,dbgi_009060,DCIM/jbc/Cytisus emeriflorus_dbgi_009060_01.jpg,DCIM/jbc/Cytisus emeriflorus_dbgi_009060_02.jpg,DCIM/jbc/Cytisus emeriflorus_dbgi_009060_03.jpg,DCIM/jbc/Cytisus emeriflorus_dbgi_009060_04.jpg,DCIM/jbc/Cytisus emeriflorus_dbgi_009060_05.jpg,,2574777.5232768706,1097965.6993998142,,,,,,,,20250714154008,0009-0006-7011-4195,@mazzarinel,dbgi_009060,POINT (46.03275800714004 7.112893884399426),7.112893884399426,46.03275800714004
Mazzarine Laboureau,Leaf,1,0,Pinus cembra,0,,dbgi_009057,DCIM/jbc/Pinus cembra_dbgi_009057_01.jpg,DCIM/jbc/Pinus cembra_dbgi_009057_02.jpg,DCIM/jbc/Pinus cembra_dbgi_009057_03.jpg,DCIM/jbc/Pinus cembra_dbgi_009057_04.jpg,DCIM/jbc/Pinus cembra_dbgi_009057_05.jpg,,2574783.2188167707,1097968.808472217,,,,,,,,20250714154149,0009-0006-7011-4195,@mazzarinel,dbgi_009057,POINT (46.03278618793421 7.112967275541379),7.112967275541379,46.03278618793421
Mazzarine Laboureau,Leaf,1,0,,1,Allysum spinosum,dbgi_008400,DCIM/jbc/Allysum spinosum_dbgi_008400_01.jpg,DCIM/jbc/Allysum spinosum_dbgi_008400_02.jpg,DCIM/jbc/Allysum spinosum_dbgi_008400_03.jpg,DCIM/jbc/Allysum spinosum_dbgi_008400_04.jpg,DCIM/jbc/Allysum spinosum_dbgi_008400_05.jpg,,2574780.166646423,1097968.4746479506,,,,,,,,20250714155420,0009-0006-7011-4195,@mazzarinel,dbgi_008400,POINT (46.03278307066172 7.112927874418588),7.112927874418588,46.03278307066172
Mazzarine Laboureau,Leaf,1,0,Penstemon rupicola,0,,dbgi_008390,DCIM/jbc/Penstemon rupicola_dbgi_008390_01.jpg,DCIM/jbc/Penstemon rupicola_dbgi_008390_02.jpg,DCIM/jbc/Penstemon rupicola_dbgi_008390_03.jpg,DCIM/jbc/Penstemon rupicola_dbgi_008390_04.jpg,DCIM/jbc/Penstemon rupicola_dbgi_008390_05.jpg,,2574778.322134024,1097969.321034944,,,,,,,,20250714160042,0009-0006-7011-4195,@mazzarinel,dbgi_008390,POINT (46.03279061510508 7.112904006805971),7.112904006805971,46.03279061510508
Mazzarine Laboureau,Leaf,1,0,Ramondia myconii,0,,dbgi_006984,DCIM/jbc/Ramondia myconii_dbgi_006984_01.jpg,DCIM/jbc/Ramondia myconii_dbgi_006984_02.jpg,DCIM/jbc/Ramondia myconii_dbgi_006984_03.jpg,DCIM/jbc/Ramondia myconii_dbgi_006984_04.jpg,DCIM/jbc/Ramondia myconii_dbgi_006984_05.jpg,,2574779.085957629,1097969.050137557,,,,,,,,20250714160239,0009-0006-7011-4195,@mazzarinel,dbgi_006984,POINT (46.03278820690834 7.112913886244176),7.112913886244176,46.03278820690834
Mazzarine Laboureau,Leaf,1,0,Picea abies,0,,dbgi_008755,DCIM/jbc/Picea abies_dbgi_008755_01.jpg,DCIM/jbc/Picea abies_dbgi_008755_02.jpg,DCIM/jbc/Picea abies_dbgi_008755_03.jpg,DCIM/jbc/Picea abies_dbgi_008755_04.jpg,DCIM/jbc/Picea abies_dbgi_008755_05.jpg,,2574790.195652428,1097969.3690114256,,,,,,,,20250714161109,0009-0006-7011-4195,@mazzarinel,dbgi_008755,POINT (46.032791491637695 7.113057351923739),7.113057351923739,46.032791491637695
Mazzarine Laboureau,Leaf,1,0,Saxifraga hostii,0,,dbgi_008657,DCIM/jbc/Saxifraga hostii_dbgi_008657_01.jpg,DCIM/jbc/Saxifraga hostii_dbgi_008657_02.jpg,DCIM/jbc/Saxifraga hostii_dbgi_008657_03.jpg,DCIM/jbc/Saxifraga hostii_dbgi_008657_04.jpg,DCIM/jbc/Saxifraga hostii_dbgi_008657_05.jpg,,2574789.1919889506,1097969.7766618184,,,,,,,,20250714161323,0009-0006-7011-4195,@mazzarinel,dbgi_008657,POINT (46.03279512100728 7.113044367578129),7.113044367578129,46.03279512100728
Mazzarine Laboureau,Leaf,1,0,Penstemon fruticosus,0,,dbgi_008410,DCIM/jbc/Penstemon fruticosus_dbgi_008410_01.jpg,DCIM/jbc/Penstemon fruticosus_dbgi_008410_02.jpg,DCIM/jbc/Penstemon fruticosus_dbgi_008410_03.jpg,DCIM/jbc/Penstemon fruticosus_dbgi_008410_04.jpg,DCIM/jbc/Penstemon fruticosus_dbgi_008410_05.jpg,,2574787.4416778167,1097971.3097224832,,,,,,,,20250714162412,0009-0006-7011-4195,@mazzarinel,dbgi_008410,POINT (46.032808845902636 7.1130216796535075),7.1130216796535075,46.032808845902636
Mazzarine Laboureau,Leaf,1,0,Potentilla agryophylla,0,,dbgi_008662,DCIM/jbc/Potentilla agryophylla_dbgi_008662_01.jpg,DCIM/jbc/Potentilla agryophylla_dbgi_008662_02.jpg,DCIM/jbc/Potentilla agryophylla_dbgi_008662_03.jpg,DCIM/jbc/Potentilla agryophylla_dbgi_008662_04.jpg,DCIM/jbc/Potentilla agryophylla_dbgi_008662_05.jpg,,2574788.366359384,1097971.894071264,,,,,,,,20250714162759,0009-0006-7011-4195,@mazzarinel,dbgi_008662,POINT (46.032814136995675 7.113033590578071),7.113033590578071,46.032814136995675
Mazzarine Laboureau,Leaf,1,0,Polygonatum odoratum,0,,dbgi_008652,DCIM/jbc/Polygonatum odoratum_dbgi_008652_01.jpg,DCIM/jbc/Polygonatum odoratum_dbgi_008652_02.jpg,DCIM/jbc/Polygonatum odoratum_dbgi_008652_03.jpg,DCIM/jbc/Polygonatum odoratum_dbgi_008652_04.jpg,DCIM/jbc/Polygonatum odoratum_dbgi_008652_05.jpg,,2574788.797929588,1097970.988145118,,,,,,,,20250714163001,0009-0006-7011-4195,@mazzarinel,dbgi_008652,POINT (46.03280600400724 7.113039213088446),7.113039213088446,46.03280600400724
Mazzarine Laboureau,Leaf,1,0,Dianthus spiculifolius,0,,dbgi_006933,DCIM/jbc/Dianthus spiculifolius_dbgi_006933_01.jpg,DCIM/jbc/Dianthus spiculifolius_dbgi_006933_02.jpg,DCIM/jbc/Dianthus spiculifolius_dbgi_006933_03.jpg,DCIM/jbc/Dianthus spiculifolius_dbgi_006933_04.jpg,DCIM/jbc/Dianthus spiculifolius_dbgi_006933_05.jpg,,2574788.460136488,1097972.657964148,,,,,,,,20250714163206,0009-0006-7011-4195,@mazzarinel,dbgi_006933,POINT (46.03282101202381 7.113034760624771),7.113034760624771,46.03282101202381
Mazzarine Laboureau,Leaf,1,0,,1,Aster,dbgi_006873,DCIM/jbc/Aster_dbgi_006873_01.jpg,DCIM/jbc/Aster_dbgi_006873_02.jpg,DCIM/jbc/Aster_dbgi_006873_03.jpg,DCIM/jbc/Aster_dbgi_006873_04.jpg,DCIM/jbc/Aster_dbgi_006873_05.jpg,,2574787.3625533185,1097972.560084229,,,,,,,,20250714163436,0009-0006-7011-4195,@mazzarinel,dbgi_006873,POINT (46.03282009042929 7.113020590484385),7.113020590484385,46.03282009042929
Mazzarine Laboureau,Leaf,1,0,Ononis natriL.,0,,dbgi_006595,DCIM/jbc/Ononis natriL._dbgi_006595_01.jpg,DCIM/jbc/Ononis natriL._dbgi_006595_02.jpg,DCIM/jbc/Ononis natriL._dbgi_006595_03.jpg,DCIM/jbc/Ononis natriL._dbgi_006595_04.jpg,DCIM/jbc/Ononis natriL._dbgi_006595_05.jpg,,2574792.330592276,1097970.709549015,,,,,,,,20250714164326,0009-0006-7011-4195,@mazzarinel,dbgi_006595,POINT (46.0328036302818 7.113084852784662),7.113084852784662,46.0328036302818
Mazzarine Laboureau,Leaf,1,0,Helictotrichon sempervirens,0,,dbgi_006815,DCIM/jbc/Helictotrichon sempervirens_dbgi_006815_01.jpg,DCIM/jbc/Helictotrichon sempervirens_dbgi_006815_02.jpg,DCIM/jbc/Helictotrichon sempervirens_dbgi_006815_03.jpg,DCIM/jbc/Helictotrichon sempervirens_dbgi_006815_04.jpg,DCIM/jbc/Helictotrichon sempervirens_dbgi_006815_05.jpg,,2574794.730700639,1097973.2063652163,,,,,,,,20250714165009,0009-0006-7011-4195,@mazzarinel,dbgi_006815,POINT (46.03282618002952 7.113115716149585),7.113115716149585,46.03282618002952
Mazzarine Laboureau,Leaf,1,0,Astragalus ponticus,0,,dbgi_006695,DCIM/jbc/Astragalus ponticus_dbgi_006695_01.jpg,DCIM/jbc/Astragalus ponticus_dbgi_006695_02.jpg,DCIM/jbc/Astragalus ponticus_dbgi_006695_03.jpg,DCIM/jbc/Astragalus ponticus_dbgi_006695_04.jpg,DCIM/jbc/Astragalus ponticus_dbgi_006695_05.jpg,,2574794.007053807,1097972.3647154386,,,,,,,,20250714165331,0009-0006-7011-4195,@mazzarinel,dbgi_006695,POINT (46.032818581953336 7.113106415438768),7.113106415438768,46.032818581953336
Mazzarine Laboureau,Leaf,1,0,Linum extraaxillare,0,,dbgi_006601,DCIM/jbc/Linum extraaxillare_dbgi_006601_01.jpg,DCIM/jbc/Linum extraaxillare_dbgi_006601_02.jpg,DCIM/jbc/Linum extraaxillare_dbgi_006601_03.jpg,DCIM/jbc/Linum extraaxillare_dbgi_006601_04.jpg,DCIM/jbc/Linum extraaxillare_dbgi_006601_05.jpg,,2574791.519615315,1097974.8412130906,,,,,,,,20250714165635,0009-0006-7011-4195,@mazzarinel,dbgi_006601,POINT (46.03284076582902 7.113074156690496),7.113074156690496,46.03284076582902
Mazzarine Laboureau,Leaf,1,0,Potentilla atrosanguinea,0,,dbgi_006659,DCIM/jbc/Potentilla atrosanguinea_dbgi_006659_01.jpg,DCIM/jbc/Potentilla atrosanguinea_dbgi_006659_02.jpg,DCIM/jbc/Potentilla atrosanguinea_dbgi_006659_03.jpg,DCIM/jbc/Potentilla atrosanguinea_dbgi_006659_04.jpg,DCIM/jbc/Potentilla atrosanguinea_dbgi_006659_05.jpg,,2574789.840418575,1097974.4270307028,,,,,,,,20250714165912,0009-0006-7011-4195,@mazzarinel,dbgi_006659,POINT (46.03283697718417 7.113052491954106),7.113052491954106,46.03283697718417
Mazzarine Laboureau,Leaf,1,0,Cytisus supinus,0,,dbgi_006598,DCIM/jbc/Cytisus supinus_dbgi_006598_01.jpg,DCIM/jbc/Cytisus supinus_dbgi_006598_02.jpg,DCIM/jbc/Cytisus supinus_dbgi_006598_03.jpg,DCIM/jbc/Cytisus supinus_dbgi_006598_04.jpg,DCIM/jbc/Cytisus supinus_dbgi_006598_05.jpg,,2574788.797734064,1097975.407978532,,,,,,,,20250714170033,0009-0006-7011-4195,@mazzarinel,dbgi_006598,POINT (46.032845762125184 7.113038972795339),7.113038972795339,46.032845762125184
Mazzarine Laboureau,Leaf,1,0,Minuartia laricifolia,0,,dbgi_006694,DCIM/jbc/Minuartia laricifolia_dbgi_006694_01.jpg,DCIM/jbc/Minuartia laricifolia_dbgi_006694_02.jpg,DCIM/jbc/Minuartia laricifolia_dbgi_006694_03.jpg,DCIM/jbc/Minuartia laricifolia_dbgi_006694_04.jpg,DCIM/jbc/Minuartia laricifolia_dbgi_006694_05.jpg,,2574795.879275176,1097971.8247155235,,,,,,,,20250714170330,0009-0006-7011-4195,@mazzarinel,dbgi_006694,POINT (46.032813794576214 7.113130624422276),7.113130624422276,46.032813794576214
Mazzarine Laboureau,Leaf,1,0,Plantago suffruticosa,0,,dbgi_006660,DCIM/jbc/Plantago suffruticosa_dbgi_006660_01.jpg,DCIM/jbc/Plantago suffruticosa_dbgi_006660_02.jpg,DCIM/jbc/Plantago suffruticosa_dbgi_006660_03.jpg,DCIM/jbc/Plantago suffruticosa_dbgi_006660_04.jpg,DCIM/jbc/Plantago suffruticosa_dbgi_006660_05.jpg,,2574797.806590726,1097967.943709944,,,,,,,,20250714170850,0009-0006-7011-4195,@mazzarinel,dbgi_006660,POINT (46.03277895560842 7.113155724616113),7.113155724616113,46.03277895560842
Mazzarine Laboureau,Leaf,1,0,Galium verum,0,,dbgi_006616,DCIM/jbc/Galium verum_dbgi_006616_01.jpg,DCIM/jbc/Galium verum_dbgi_006616_02.jpg,DCIM/jbc/Galium verum_dbgi_006616_03.jpg,DCIM/jbc/Galium verum_dbgi_006616_04.jpg,DCIM/jbc/Galium verum_dbgi_006616_05.jpg,,2574798.683016135,1097968.7666043006,,,,,,,,20250714171034,0009-0006-7011-4195,@mazzarinel,dbgi_006616,POINT (46.03278639069038 7.113166999486332),7.113166999486332,46.03278639069038
Mazzarine Laboureau,Leaf,1,0,Santolina pinnata,0,,dbgi_006622,DCIM/jbc/Santolina pinnata_dbgi_006622_01.jpg,DCIM/jbc/Santolina pinnata_dbgi_006622_02.jpg,DCIM/jbc/Santolina pinnata_dbgi_006622_03.jpg,DCIM/jbc/Santolina pinnata_dbgi_006622_04.jpg,DCIM/jbc/Santolina pinnata_dbgi_006622_05.jpg,,2574798.669428729,1097960.5321673632,,,,,,,,20250714171251,0009-0006-7011-4195,@mazzarinel,dbgi_006622,POINT (46.03271231820988 7.113167266806466),7.113167266806466,46.03271231820988
Mazzarine Laboureau,Leaf,1,0,,1,Gladiolus illyricus,dbgi_006604,DCIM/jbc/Gladiolus illyricus_dbgi_006604_01.jpg,DCIM/jbc/Gladiolus illyricus_dbgi_006604_02.jpg,DCIM/jbc/Gladiolus illyricus_dbgi_006604_03.jpg,DCIM/jbc/Gladiolus illyricus_dbgi_006604_04.jpg,DCIM/jbc/Gladiolus illyricus_dbgi_006604_05.jpg,,2574772.7949815206,1097967.6017756767,,,,,,,,20250714172803,0009-0006-7011-4195,@mazzarinel,dbgi_006604,POINT (46.03277494249391 7.112832715616842),7.112832715616842,46.03277494249391
Mazzarine Laboureau,Leaf,1,0,Sedum rupestre,0,,dbgi_006603,DCIM/jbc/Sedum rupestre_dbgi_006603_01.jpg,DCIM/jbc/Sedum rupestre_dbgi_006603_02.jpg,DCIM/jbc/Sedum rupestre_dbgi_006603_03.jpg,DCIM/jbc/Sedum rupestre_dbgi_006603_04.jpg,DCIM/jbc/Sedum rupestre_dbgi_006603_05.jpg,,2574773.5899705626,1097967.911761287,,,,,,,,20250714173027,0009-0006-7011-4195,@mazzarinel,dbgi_006603,POINT (46.03277776074089 7.112842966292277),7.112842966292277,46.03277776074089
Mazzarine Laboureau,Leaf,1,0,Viola hirta,0,,dbgi_004177,DCIM/jbc/Viola hirta_dbgi_004177_01.jpg,DCIM/jbc/Viola hirta_dbgi_004177_02.jpg,DCIM/jbc/Viola hirta_dbgi_004177_03.jpg,DCIM/jbc/Viola hirta_dbgi_004177_04.jpg,DCIM/jbc/Viola hirta_dbgi_004177_05.jpg,,2574774.2843206464,1097968.3505530176,,,,,,,,20250714173203,0009-0006-7011-4195,@mazzarinel,dbgi_004177,POINT (46.03278173387531 7.112851910273461),7.112851910273461,46.03278173387531
Mazzarine Laboureau,Leaf,1,0,Clematis recta,0,,dbgi_006593,DCIM/jbc/Clematis recta_dbgi_006593_01.jpg,DCIM/jbc/Clematis recta_dbgi_006593_02.jpg,DCIM/jbc/Clematis recta_dbgi_006593_03.jpg,DCIM/jbc/Clematis recta_dbgi_006593_04.jpg,DCIM/jbc/Clematis recta_dbgi_006593_05.jpg,,2574772.1700223987,1097968.2025285936,,,,,,,,20250714173330,0009-0006-7011-4195,@mazzarinel,dbgi_006593,POINT (46.03278032306907 7.1128246118694936),7.1128246118694936,46.03278032306907
Mazzarine Laboureau,Leaf,1,0,,1,Paeonia veitchii,dbgi_006709,DCIM/jbc/Paeonia veitchii_dbgi_006709_01.jpg,DCIM/jbc/Paeonia veitchii_dbgi_006709_02.jpg,DCIM/jbc/Paeonia veitchii_dbgi_006709_03.jpg,DCIM/jbc/Paeonia veitchii_dbgi_006709_04.jpg,DCIM/jbc/Paeonia veitchii_dbgi_006709_05.jpg,,2574771.4343016944,1097970.272522209,,,,,,,,20250714173531,0009-0006-7011-4195,@mazzarinel,dbgi_006709,POINT (46.03279891588363 7.112814998530616),7.112814998530616,46.03279891588363
Mazzarine Laboureau,Leaf,1,1,,1,Geranium rivulare,dbgi_006650,DCIM/jbc/Geranium rivulare_dbgi_006650_01.jpg,DCIM/jbc/Geranium rivulare_dbgi_006650_02.jpg,DCIM/jbc/Geranium rivulare_dbgi_006650_03.jpg,DCIM/jbc/Geranium rivulare_dbgi_006650_04.jpg,DCIM/jbc/Geranium rivulare_dbgi_006650_05.jpg,,2574771.646198197,1097966.4320036964,,,,,,,,20250714172426,0009-0006-7011-4195,@mazzarinel,dbgi_006650,POINT (46.032764376867256 7.11281794193898),7.11281794193898,46.032764376867256
Mazzarine Laboureau,Leaf,1,0,Erigeron atticus,0,,dbgi_006617,DCIM/jbc/Erigeron atticus_dbgi_006617_01.jpg,DCIM/jbc/Erigeron atticus_dbgi_006617_02.jpg,DCIM/jbc/Erigeron atticus_dbgi_006617_03.jpg,DCIM/jbc/Erigeron atticus_dbgi_006617_04.jpg,DCIM/jbc/Erigeron atticus_dbgi_006617_05.jpg,,2574772.242933793,1097966.9300480953,,,,,,,,20250714172622,0009-0006-7011-4195,@mazzarinel,dbgi_006617,POINT (46.03276887934461 7.112825622026016),7.112825622026016,46.03276887934461
Émilie Lab,Leaf,1,0,Achillea clavennae,0,,dbgi_006728,DCIM/jbc/Achillea clavennae_dbgi_006728_01.jpg,DCIM/jbc/Achillea clavennae_dbgi_006728_02.jpg,DCIM/jbc/Achillea clavennae_dbgi_006728_03.jpg,DCIM/jbc/Achillea clavennae_dbgi_006728_04.jpg,DCIM/jbc/Achillea clavennae_dbgi_006728_05.jpg,,2574777.2594916,1097970.702072668,,,,,,,,20250714172430,,,dbgi_006728,POINT (46.03280299824469 7.1128902083433685),7.1128902083433685,46.03280299824469
Émilie Lab,Leaf,1,0,,1,Saxifraga pancta,dbgi_006955,DCIM/jbc/Saxifraga pancta_dbgi_006955_01.jpg,DCIM/jbc/Saxifraga pancta_dbgi_006955_02.jpg,DCIM/jbc/Saxifraga pancta_dbgi_006955_03.jpg,DCIM/jbc/Saxifraga pancta_dbgi_006955_04.jpg,DCIM/jbc/Saxifraga pancta_dbgi_006955_05.jpg,,2574776.2256666413,1097971.5901839128,,,,,,,,20250714172554,,,dbgi_006955,POINT (46.03281094839706 7.11287680858565),7.11287680858565,46.03281094839706
Émilie Lab,Leaf,1,0,Sedum spurium,0,,dbgi_006860,DCIM/jbc/Sedum spurium_dbgi_006860_01.jpg,DCIM/jbc/Sedum spurium_dbgi_006860_02.jpg,DCIM/jbc/Sedum spurium_dbgi_006860_03.jpg,DCIM/jbc/Sedum spurium_dbgi_006860_04.jpg,DCIM/jbc/Sedum spurium_dbgi_006860_05.jpg,,2574776.34032508,1097970.6740822194,,,,,,,,20250714172905,,,dbgi_006860,POINT (46.032802712003374 7.112878338718143),7.112878338718143,46.032802712003374
Émilie Lab,Leaf,1,0,,1,Scutellaria altissima,dbgi_006901,DCIM/jbc/Scutellaria altissima_dbgi_006901_01.jpg,DCIM/jbc/Scutellaria altissima_dbgi_006901_02.jpg,DCIM/jbc/Scutellaria altissima_dbgi_006901_03.jpg,DCIM/jbc/Scutellaria altissima_dbgi_006901_04.jpg,DCIM/jbc/Scutellaria altissima_dbgi_006901_05.jpg,,2574774.064339618,1097971.8012236478,,,,,,,,20250714173158,,,dbgi_006901,POINT (46.032812765755814 7.1128488834574695),7.1128488834574695,46.032812765755814
Émilie Lab,Leaf,1,0,Cytisus scoparius,0,,dbgi_007114,DCIM/jbc/Cytisus scoparius_dbgi_007114_01.jpg,DCIM/jbc/Cytisus scoparius_dbgi_007114_02.jpg,DCIM/jbc/Cytisus scoparius_dbgi_007114_03.jpg,DCIM/jbc/Cytisus scoparius_dbgi_007114_04.jpg,DCIM/jbc/Cytisus scoparius_dbgi_007114_05.jpg,,2574775.2033011024,1097969.6748025883,,,,,,,,20250714173455,,,dbgi_007114,POINT (46.03279368046868 7.1128637077204235),7.1128637077204235,46.03279368046868
Émilie Lab,Leaf,1,0,Lonicera obovata,0,,dbgi_007124,DCIM/jbc/Lonicera obovata_dbgi_007124_01.jpg,DCIM/jbc/Lonicera obovata_dbgi_007124_02.jpg,DCIM/jbc/Lonicera obovata_dbgi_007124_03.jpg,DCIM/jbc/Lonicera obovata_dbgi_007124_04.jpg,DCIM/jbc/Lonicera obovata_dbgi_007124_05.jpg,,2574774.998924945,1097971.7320170333,,,,,,,,20250714173754,,,dbgi_007124,POINT (46.03281217825281 7.112860957451893),7.112860957451893,46.03281217825281
Émilie Lab,Leaf,1,0,Hippophae rhamnoides,0,,dbgi_006943,DCIM/jbc/Hippophae rhamnoides_dbgi_006943_01.jpg,DCIM/jbc/Hippophae rhamnoides_dbgi_006943_02.jpg,DCIM/jbc/Hippophae rhamnoides_dbgi_006943_03.jpg,DCIM/jbc/Hippophae rhamnoides_dbgi_006943_04.jpg,DCIM/jbc/Hippophae rhamnoides_dbgi_006943_05.jpg,,2574820.954446552,1097952.533213902,,,,,,,,20250715083825,,,dbgi_006943,POINT (46.03264119879941 7.113455509432295),7.113455509432295,46.03264119879941
Émilie Lab,Leaf,1,0,Centaurea nigra,0,,dbgi_006729,DCIM/jbc/Centaurea nigra_dbgi_006729_01.jpg,DCIM/jbc/Centaurea nigra_dbgi_006729_02.jpg,DCIM/jbc/Centaurea nigra_dbgi_006729_03.jpg,DCIM/jbc/Centaurea nigra_dbgi_006729_04.jpg,DCIM/jbc/Centaurea nigra_dbgi_006729_05.jpg,,2574821.7890294567,1097953.5332464848,,,,,,,,20250715084018,,,dbgi_006729,POINT (46.0326502257129 7.11346623439931),7.11346623439931,46.0326502257129
Émilie Lab,Leaf,1,0,,1,Bergena ciliata,dbgi_006686,DCIM/jbc/Bergena ciliata_dbgi_006686_01.jpg,DCIM/jbc/Bergena ciliata_dbgi_006686_02.jpg,DCIM/jbc/Bergena ciliata_dbgi_006686_03.jpg,DCIM/jbc/Bergena ciliata_dbgi_006686_04.jpg,DCIM/jbc/Bergena ciliata_dbgi_006686_05.jpg,,2574816.816028842,1097956.1483807487,,,,,,,,20250715090257,,,dbgi_006686,POINT (46.0326735637589 7.113401867228099),7.113401867228099,46.0326735637589
Émilie Lab,Leaf,1,0,Hemerocallis multiflora,0,,dbgi_006600,DCIM/jbc/Hemerocallis multiflora_dbgi_006600_01.jpg,DCIM/jbc/Hemerocallis multiflora_dbgi_006600_02.jpg,DCIM/jbc/Hemerocallis multiflora_dbgi_006600_03.jpg,DCIM/jbc/Hemerocallis multiflora_dbgi_006600_04.jpg,DCIM/jbc/Hemerocallis multiflora_dbgi_006600_05.jpg,,2574816.5571103045,1097951.116607388,,,,,,,,20250715090513,,,dbgi_006600,POINT (46.03262829130446 7.113398793664639),7.113398793664639,46.03262829130446
