collector_fullname,observation_subject,inat_upload,is_wild,taxon_name,no_name_on_list,name_proposition,sample_id,picture_panel,picture_general,picture_detail,picture_cut,picture_panel_label,picture_free,x_coord,y_coord,ipen,herbivory_(percent),comment_eco,soil_type,weather,temperature_(°C),comment_env,date,collector_orcid,collector_inat,extracted_id,geometry,latitude,longitude
Alexandra Slotte,Leaf,1,0,Arctostaphylos uva-ursi,0,,dbgi_008797,DCIM/jbc/Arctostaphylos uva-ursi_dbgi_008797_01.jpg,DCIM/jbc/Arctostaphylos uva-ursi_dbgi_008797_02.jpg,DCIM/jbc/Arctostaphylos uva-ursi_dbgi_008797_03.jpg,DCIM/jbc/Arctostaphylos uva-ursi_dbgi_008797_04.jpg,DCIM/jbc/Arctostaphylos uva-ursi_dbgi_008797_05.jpg,,2574738.502637531,1097950.1368366375,,,,,,,,20250520164158,,,dbgi_008797,POINT (46.03261655198875 7.112390768049691),7.112390768049691,46.03261655198875
Alexandra Slotte,Leaf,1,0,Rhododendron ferrugineum,0,,dbgi_008778,DCIM/jbc/Rhododendron ferrugineum_dbgi_008778_01.jpg,DCIM/jbc/Rhododendron ferrugineum_dbgi_008778_02.jpg,DCIM/jbc/Rhododendron ferrugineum_dbgi_008778_03.jpg,DCIM/jbc/Rhododendron ferrugineum_dbgi_008778_04.jpg,DCIM/jbc/Rhododendron ferrugineum_dbgi_008778_05.jpg,,2574727.381026663,1097948.32745915,,,,,,,,20250520165017,,,dbgi_008778,POINT (46.032599858301786 7.112247229349865),7.112247229349865,46.032599858301786
Alexandra Slotte,Leaf,1,0,Gentiana lutea,0,,dbgi_008774,DCIM/jbc/Gentiana lutea_dbgi_008774_01.jpg,DCIM/jbc/Gentiana lutea_dbgi_008774_02.jpg,DCIM/jbc/Gentiana lutea_dbgi_008774_03.jpg,DCIM/jbc/Gentiana lutea_dbgi_008774_04.jpg,DCIM/jbc/Gentiana lutea_dbgi_008774_05.jpg,,2574731.855872989,1097944.2512998304,,,,,,,,20250520170403,,,dbgi_008774,POINT (46.032563359719994 7.11230524201301),7.11230524201301,46.032563359719994
Alexandra Slotte,Leaf,1,0,Rhodiola heterodonta,0,,dbgi_008540,DCIM/jbc/Rhodiola heterodonta_dbgi_008540_01.jpg,DCIM/jbc/Rhodiola heterodonta_dbgi_008540_02.jpg,DCIM/jbc/Rhodiola heterodonta_dbgi_008540_03.jpg,DCIM/jbc/Rhodiola heterodonta_dbgi_008540_04.jpg,DCIM/jbc/Rhodiola heterodonta_dbgi_008540_05.jpg,,2574729.9528059848,1097944.0274095945,,,,,,,,20250520171151,,,dbgi_008540,POINT (46.03256127427164 7.112280675884516),7.112280675884516,46.03256127427164
Emilie Lab,Leaf,1,0,Iris sibirica,0,,dbgi_007157,DCIM/jbc/Iris sibirica_dbgi_007157_01.jpg,DCIM/jbc/Iris sibirica_dbgi_007157_02.jpg,DCIM/jbc/Iris sibirica_dbgi_007157_03.jpg,DCIM/jbc/Iris sibirica_dbgi_007157_04.jpg,DCIM/jbc/Iris sibirica_dbgi_007157_05.jpg,,2574740.9826554707,1097948.595207339,,,,,,,,20250520163421,,@emilie29964,dbgi_007157,POINT (46.03260277753585 7.112422880719765),7.112422880719765,46.03260277753585
Emilie Lab,Leaf,1,0,Potentilla ambigua ,0,,dbgi_006948,DCIM/jbc/Potentilla ambigua _dbgi_006948_01.jpg,DCIM/jbc/Potentilla ambigua _dbgi_006948_02.jpg,DCIM/jbc/Potentilla ambigua _dbgi_006948_03.jpg,DCIM/jbc/Potentilla ambigua _dbgi_006948_04.jpg,DCIM/jbc/Potentilla ambigua _dbgi_006948_05.jpg,,2574741.976268854,1097948.7815098483,,,,,,,,20250520164247,,@emilie29964,dbgi_006948,POINT (46.03260449069845 7.112435703252417),7.112435703252417,46.03260449069845
Emilie Lab,Leaf,1,0,Laserpitum silero,0,,dbgi_008802,DCIM/jbc/Laserpitum siler_dbgi_008802_01.jpg,DCIM/jbc/Laserpitum siler_dbgi_008802_02.jpg,DCIM/jbc/Laserpitum silero_dbgi_008802_03.jpg,DCIM/jbc/Laserpitum silero_dbgi_008802_04.jpg,DCIM/jbc/Laserpitum silero_dbgi_008802_05.jpg,,2574735.083076004,1097948.9057115214,,,,,,,,20250520164754,,@emilie29964,dbgi_008802,POINT (46.03260534914912 7.112346670576392),7.112346670576392,46.03260534914912
Emilie Lab,Leaf,1,0,Rhododendron hisurtum,0,,dbgi_008819,DCIM/jbc/Rhododendron hisurtum_dbgi_008819_01.jpg,DCIM/jbc/Rhododendron hisurtum_dbgi_008819_02.jpg,DCIM/jbc/Rhododendron hisurtum_dbgi_008819_03.jpg,DCIM/jbc/Rhododendron hisurtum_dbgi_008819_04.jpg,DCIM/jbc/Rhododendron hisurtum_dbgi_008819_05.jpg,,2574734.6483701486,1097949.4646190496,,,,,,,,20250520165125,,@emilie29964,dbgi_008819,POINT (46.032610360417436 7.112341026194328),7.112341026194328,46.032610360417436
Emilie Lab,Leaf,1,0,Allium cernuuml,0,,dbgi_008702,DCIM/jbc/Allium cernuuml_dbgi_008702_01.jpg,DCIM/jbc/Allium cernuum_dbgi_008702_02.jpg,DCIM/jbc/Allium cernuuml_dbgi_008702_03.jpg,DCIM/jbc/Allium cernuuml_dbgi_008702_04.jpg,DCIM/jbc/Allium cernuuml_dbgi_008702_05.jpg,,2574732.797854314,1097949.5398817048,,,,,,,,20250520165453,,@emilie29964,dbgi_008702,POINT (46.03261096794703 7.11231712261609),7.11231712261609,46.03261096794703
Emilie Lab,Leaf,1,0,Erysium ochroleucum.,0,,dbgi_008775,DCIM/jbc/Erysium ochroleucum._dbgi_008775_01.jpg,DCIM/jbc/Erysium ochroleucum_dbgi_008775_02.jpg,DCIM/jbc/Erysium ochroleucum._dbgi_008775_03.jpg,DCIM/jbc/Erysium ochroleucum._dbgi_008775_04.jpg,DCIM/jbc/Erysium ochroleucum._dbgi_008775_05.jpg,,2574731.7874103626,1097948.1779789887,,,,,,,,20250520170109,,@emilie29964,dbgi_008775,POINT (46.03259867915721 7.1123041461021606),7.1123041461021606,46.03259867915721
Emilie Lab,Leaf,1,0,Gentiana angustifolia,0,,dbgi_008457,DCIM/jbc/Gentiana angustifolia_dbgi_008457_01.jpg,DCIM/jbc/Gentiana angustifolia_dbgi_008457_02.jpg,DCIM/jbc/Gentiana angustifolia_dbgi_008457_03.jpg,DCIM/jbc/Gentiana angustifolia_dbgi_008457_04.jpg,DCIM/jbc/Gentiana angustifolia_dbgi_008457_05.jpg,,2574731.0405604867,1097948.6173024457,,,,,,,,20250520171044,,@emilie29964,dbgi_008457,POINT (46.03260260299586 7.112294476806807),7.112294476806807,46.03260260299586
Emilie Lab,Leaf,1,0,Sedum telephiu,0,,dbgi_008627,DCIM/jbc/Sedum telephium_dbgi_008627_01.jpg,DCIM/jbc/Sedum telephium_dbgi_008627_02.jpg,DCIM/jbc/Sedum telephiu_dbgi_008627_03.jpg,DCIM/jbc/Sedum telephiu_dbgi_008627_04.jpg,DCIM/jbc/Sedum telephium_dbgi_008627_05.jpg,,2574730.4694399927,1097948.1340466428,,,,,,,,20250520171601,,@emilie29964,dbgi_008627,POINT (46.03259823447352 7.112287126810033),7.112287126810033,46.03259823447352
Emilie Lab,Leaf,1,0,Potentilla thuringiaca,0,,dbgi_008539,DCIM/jbc/Potentilla thuringiaca_dbgi_008539_01.jpg,DCIM/jbc/Potentilla thuringiaca_dbgi_008539_02.jpg,DCIM/jbc/Potentilla thuringiaca_dbgi_008539_03.jpg,DCIM/jbc/Potentilla thuringiaca_dbgi_008539_04.jpg,DCIM/jbc/Potentilla thuringiaca_dbgi_008539_05.jpg,,2574730.337642956,1097948.7930318278,,,,,,,,20250520172539,,@emilie29964,dbgi_008539,POINT (46.03260415735222 7.112285389111728),7.112285389111728,46.03260415735222
Emilie Lab,Leaf,1,0,Erysimum ochroleucum,0,,dbgi_008805,DCIM/jbc/Erysimum ochroleucum_dbgi_008805_01.jpg,DCIM/jbc/Erysimum ochroleucum_dbgi_008805_02.jpg,DCIM/jbc/Erysimum ochroleucum_dbgi_008805_03.jpg,DCIM/jbc/Erysimum ochroleucum_dbgi_008805_04.jpg,DCIM/jbc/Erysimum ochroleucum_dbgi_008805_05.jpg,,2574730.60123703,1097947.5629261483,,,,,,,,20250520172850,,@emilie29964,dbgi_008805,POINT (46.03259310197186 7.112288859770386),7.112288859770386,46.03259310197186
Emilie Lab,Leaf,1,0,Genista silvestris,0,,dbgi_008780,DCIM/jbc/Genista silvestris_dbgi_008780_01.jpg,DCIM/jbc/Genista silvestris_dbgi_008780_02.jpg,DCIM/jbc/Genista silvestris_dbgi_008780_03.jpg,DCIM/jbc/Genista silvestris_dbgi_008780_04.jpg,DCIM/jbc/Genista silvestris_dbgi_008780_05.jpg,,2574729.5907930788,1097948.8369641732,,,,,,,,20250520173325,,@emilie29964,dbgi_008780,POINT (46.03260452449226 7.112275741134008),7.112275741134008,46.03260452449226
Emilie Lab,Leaf,1,0,Helicrysum thianschenicum,0,,dbgi_008818,DCIM/jbc/Helicrysum thianschenicum_dbgi_008818_01.jpg,DCIM/jbc/Helicrysum thianschenicum_dbgi_008818_02.jpg,DCIM/jbc/Helicrysum thianschenicum_dbgi_008818_03.jpg,DCIM/jbc/Helicrysum thianschenicum_dbgi_008818_04.jpg,DCIM/jbc/Helicrysum thianschenicum_dbgi_008818_05.jpg,,2574728.7641216256,1097948.3303312468,,,,,,,,20250520174002,,@emilie29964,dbgi_008818,POINT (46.032599936084495 7.112265091944043),7.112265091944043,46.032599936084495
Emilie Lab,Leaf,1,0,Hypericum olympicum,0,,dbgi_008607,DCIM/jbc/Hypericum olympium_dbgi_008607_01.jpg,DCIM/jbc/Hypericum olympium_dbgi_008607_02.jpg,DCIM/jbc/Hypericum olympicum_dbgi_008607_03.jpg,DCIM/jbc/Hypericum olympicum_dbgi_008607_04.jpg,DCIM/jbc/Hypericum olympium_dbgi_008607_05.jpg,,2574727.5685319933,1097947.0644128127,,,,,,,,20250520174251,,@emilie29964,dbgi_008607,POINT (46.032588503750745 7.112249719102128),7.112249719102128,46.032588503750745
Emilie Lab,Leaf,1,0,Sempervirum tectorum,0,,dbgi_008833,DCIM/jbc/Sempervirum tectorum_dbgi_008833_01.jpg,DCIM/jbc/Sempervirum tectorum_dbgi_008833_02.jpg,DCIM/jbc/Sempervirum tectorum_dbgi_008833_03.jpg,DCIM/jbc/Sempervirum tectorum_dbgi_008833_04.jpg,DCIM/jbc/Sempervirum tectorum_dbgi_008833_05.jpg,,2574726.5135999653,1097947.3457280204,,,,,,,,20250520174636,,@emilie29964,dbgi_008833,POINT (46.03259099466724 7.112236079427954),7.112236079427954,46.03259099466724
Emilie Lab,Leaf,1,0,Picea abies,0,,dbgi_008834,DCIM/jbc/Picea abies_dbgi_008834_01.jpg,DCIM/jbc/Picea abies_dbgi_008834_02.jpg,DCIM/jbc/Picea abies_dbgi_008834_03.jpg,DCIM/jbc/Picea abies_dbgi_008834_04.jpg,DCIM/jbc/Picea abies_dbgi_008834_05.jpg,,2574725.318010333,1097946.853426407,,,,,,,,20250520174953,,@emilie29964,dbgi_008834,POINT (46.032586521313995 7.1122206648732735),7.1122206648732735,46.032586521313995
Emilie Lab,Leaf,1,0,Thymus hisurtum,0,,dbgi_008564,DCIM/jbc/Thymus hisurtum_dbgi_008564_01.jpg,DCIM/jbc/Thymus hisurtum_dbgi_008564_02.jpg,DCIM/jbc/Thymus hisurtum_dbgi_008564_03.jpg,DCIM/jbc/Thymus hisurtum_dbgi_008564_04.jpg,DCIM/jbc/Thymus hisurtum_dbgi_008564_05.jpg,,2574725.6696543437,1097948.541317653,,,,,,,,20250520175216,,@emilie29964,dbgi_008564,POINT (46.03260171776164 7.1122251153470915),7.1122251153470915,46.03260171776164
Emilie Lab,Leaf,1,0,Dianthus seguieri,0,,dbgi_008829,DCIM/jbc/Dianthus seguieri_dbgi_008829_01.jpg,DCIM/jbc/Dianthus seguieri_dbgi_008829_02.jpg,DCIM/jbc/Dianthus seguieri_dbgi_008829_03.jpg,DCIM/jbc/Dianthus seguieri_dbgi_008829_04.jpg,DCIM/jbc/Dianthus seguieri_dbgi_008829_05.jpg,,2574724.3334071077,1097948.0490160394,,,,,,,,20250520175529,,@emilie29964,dbgi_008829,POINT (46.03259723912328 7.112207884189529),7.112207884189529,46.03259723912328
Emilie Lab,Leaf,1,0,Carex halleriana,0,,dbgi_008823,DCIM/jbc/Carex halleriana_dbgi_008823_01.jpg,DCIM/jbc/Carex halleriana_dbgi_008823_02.jpg,DCIM/jbc/Carex halleriana_dbgi_008823_03.jpg,DCIM/jbc/Carex halleriana_dbgi_008823_04.jpg,DCIM/jbc/Carex halleriana_dbgi_008823_05.jpg,,2574723.4894614853,1097947.064412813,,,,,,,,20250520175810,,@emilie29964,dbgi_008823,POINT (46.03258835053127 7.112197037688783),7.112197037688783,46.03258835053127
Emilie Lab,Leaf,1,0,Hippocrepis comosa,0,,dbgi_008635,DCIM/jbc/Hippocrepis comosa_dbgi_008635_01.jpg,DCIM/jbc/Hippocrepis comosa_dbgi_008635_02.jpg,DCIM/jbc/Hippocrepis comosa_dbgi_008635_03.jpg,DCIM/jbc/Hippocrepis comosa_dbgi_008635_04.jpg,DCIM/jbc/Hippocrepis comosa_dbgi_008635_05.jpg,,2574720.5231689448,1097946.442245043,,,,,,,,20250520180112,,@emilie29964,dbgi_008635,POINT (46.03258264245352 7.112158761422493),7.112158761422493,46.03258264245352
Emilie Lab,Leaf,1,0,Daphne cneorum,0,,dbgi_008575,DCIM/jbc/Daphne cneorum_dbgi_008575_01.jpg,DCIM/jbc/Daphne cneorum_dbgi_008575_02.jpg,DCIM/jbc/Daphne cneorum_dbgi_008575_03.jpg,DCIM/jbc/Daphne cneorum_dbgi_008575_04.jpg,DCIM/jbc/Daphne cneorum_dbgi_008575_05.jpg,,2574717.9313692325,1097946.987887088,,,,,,,,20250520180323,,@emilie29964,dbgi_008575,POINT (46.032587453337875 7.112125258759386),7.112125258759386,46.032587453337875
Emilie Lab,Leaf,1,0,Potentilla thuringiaca,0,,dbgi_008539,DCIM/jbc/Potentilla thuringiaca_dbgi_008539_01.jpg,DCIM/jbc/Potentilla thuringiaca_dbgi_008539_02.jpg,DCIM/jbc/Potentilla thuringiaca_dbgi_008539_03.jpg,DCIM/jbc/Potentilla thuringiaca_dbgi_008539_04.jpg,DCIM/jbc/Potentilla thuringiaca_dbgi_008539_05.jpg,,2574730.337642956,1097948.7930318278,,,,,,,,20250520172539,,@emilie29964,dbgi_008539,POINT (46.03260415735222 7.112285389111728),7.112285389111728,46.03260415735222
Emilie Lab,Leaf,1,0,Erysimum ochroleucum,0,,dbgi_008805,DCIM/jbc/Erysimum ochroleucum_dbgi_008805_01.jpg,DCIM/jbc/Erysimum ochroleucum_dbgi_008805_02.jpg,DCIM/jbc/Erysimum ochroleucum_dbgi_008805_03.jpg,DCIM/jbc/Erysimum ochroleucum_dbgi_008805_04.jpg,DCIM/jbc/Erysimum ochroleucum_dbgi_008805_05.jpg,,2574730.60123703,1097947.5629261483,,,,,,,,20250520172850,,@emilie29964,dbgi_008805,POINT (46.03259310197186 7.112288859770386),7.112288859770386,46.03259310197186
Emilie Lab,Leaf,1,0,Genista silvestris,0,,dbgi_008780,DCIM/jbc/Genista silvestris_dbgi_008780_01.jpg,DCIM/jbc/Genista silvestris_dbgi_008780_02.jpg,DCIM/jbc/Genista silvestris_dbgi_008780_03.jpg,DCIM/jbc/Genista silvestris_dbgi_008780_04.jpg,DCIM/jbc/Genista silvestris_dbgi_008780_05.jpg,,2574729.5907930788,1097948.8369641732,,0.0,,,,,,20250520173325,,@emilie29964,dbgi_008780,POINT (46.03260452449226 7.112275741134008),7.112275741134008,46.03260452449226
Emilie Lab,Leaf,1,0,Helicrysum thianschenicum,0,,dbgi_008818,DCIM/jbc/Helicrysum thianschenicum_dbgi_008818_01.jpg,DCIM/jbc/Helicrysum thianschenicum_dbgi_008818_02.jpg,DCIM/jbc/Helicrysum thianschenicum_dbgi_008818_03.jpg,DCIM/jbc/Helicrysum thianschenicum_dbgi_008818_04.jpg,DCIM/jbc/Helicrysum thianschenicum_dbgi_008818_05.jpg,,2574728.7641216256,1097948.3303312468,,,,,,,,20250520174002,,@emilie29964,dbgi_008818,POINT (46.032599936084495 7.112265091944043),7.112265091944043,46.032599936084495
Emilie Lab,Leaf,1,0,Hypericum olympicum,0,,dbgi_008607,DCIM/jbc/Hypericum olympium_dbgi_008607_01.jpg,DCIM/jbc/Hypericum olympium_dbgi_008607_02.jpg,DCIM/jbc/Hypericum olympicum_dbgi_008607_03.jpg,DCIM/jbc/Hypericum olympicum_dbgi_008607_04.jpg,DCIM/jbc/Hypericum olympium_dbgi_008607_05.jpg,,2574727.5685319933,1097947.0644128127,,,,,,,,20250520174251,,@emilie29964,dbgi_008607,POINT (46.032588503750745 7.112249719102128),7.112249719102128,46.032588503750745
Emilie Lab,Leaf,1,0,Sempervirum tectorum,0,,dbgi_008833,DCIM/jbc/Sempervirum tectorum_dbgi_008833_01.jpg,DCIM/jbc/Sempervirum tectorum_dbgi_008833_02.jpg,DCIM/jbc/Sempervirum tectorum_dbgi_008833_03.jpg,DCIM/jbc/Sempervirum tectorum_dbgi_008833_04.jpg,DCIM/jbc/Sempervirum tectorum_dbgi_008833_05.jpg,,2574726.5135999653,1097947.3457280204,,,,,,,,20250520174636,,@emilie29964,dbgi_008833,POINT (46.03259099466724 7.112236079427954),7.112236079427954,46.03259099466724
Emilie Lab,Leaf,1,0,Picea abies,0,,dbgi_008834,DCIM/jbc/Picea abies_dbgi_008834_01.jpg,DCIM/jbc/Picea abies_dbgi_008834_02.jpg,DCIM/jbc/Picea abies_dbgi_008834_03.jpg,DCIM/jbc/Picea abies_dbgi_008834_04.jpg,DCIM/jbc/Picea abies_dbgi_008834_05.jpg,,2574725.318010333,1097946.853426407,,,,,,,,20250520174953,,@emilie29964,dbgi_008834,POINT (46.032586521313995 7.1122206648732735),7.1122206648732735,46.032586521313995
Emilie Lab,Leaf,1,0,Thymus hisurtum,0,,dbgi_008564,DCIM/jbc/Thymus hisurtum_dbgi_008564_01.jpg,DCIM/jbc/Thymus hisurtum_dbgi_008564_02.jpg,DCIM/jbc/Thymus hisurtum_dbgi_008564_03.jpg,DCIM/jbc/Thymus hisurtum_dbgi_008564_04.jpg,DCIM/jbc/Thymus hisurtum_dbgi_008564_05.jpg,,2574725.6696543437,1097948.541317653,,,,,,,,20250520175216,,@emilie29964,dbgi_008564,POINT (46.03260171776164 7.1122251153470915),7.1122251153470915,46.03260171776164
Emilie Lab,Leaf,1,0,Dianthus seguieri,0,,dbgi_008829,DCIM/jbc/Dianthus seguieri_dbgi_008829_01.jpg,DCIM/jbc/Dianthus seguieri_dbgi_008829_02.jpg,DCIM/jbc/Dianthus seguieri_dbgi_008829_03.jpg,DCIM/jbc/Dianthus seguieri_dbgi_008829_04.jpg,DCIM/jbc/Dianthus seguieri_dbgi_008829_05.jpg,,2574724.3334071077,1097948.0490160394,,,,,,,,20250520175529,,@emilie29964,dbgi_008829,POINT (46.03259723912328 7.112207884189529),7.112207884189529,46.03259723912328
Emilie Lab,Leaf,1,0,Carex halleriana,0,,dbgi_008823,DCIM/jbc/Carex halleriana_dbgi_008823_01.jpg,DCIM/jbc/Carex halleriana_dbgi_008823_02.jpg,DCIM/jbc/Carex halleriana_dbgi_008823_03.jpg,DCIM/jbc/Carex halleriana_dbgi_008823_04.jpg,DCIM/jbc/Carex halleriana_dbgi_008823_05.jpg,,2574723.4894614853,1097947.064412813,,,,,,,,20250520175810,,@emilie29964,dbgi_008823,POINT (46.03258835053127 7.112197037688783),7.112197037688783,46.03258835053127
Emilie Lab,Leaf,1,0,Hippocrepis comosa,0,,dbgi_008635,DCIM/jbc/Hippocrepis comosa_dbgi_008635_01.jpg,DCIM/jbc/Hippocrepis comosa_dbgi_008635_02.jpg,DCIM/jbc/Hippocrepis comosa_dbgi_008635_03.jpg,DCIM/jbc/Hippocrepis comosa_dbgi_008635_04.jpg,DCIM/jbc/Hippocrepis comosa_dbgi_008635_05.jpg,,2574720.5231689448,1097946.442245043,,,,,,,,20250520180112,,@emilie29964,dbgi_008635,POINT (46.03258264245352 7.112158761422493),7.112158761422493,46.03258264245352
Emilie Lab,Leaf,1,0,Daphne cneorum,0,,dbgi_008575,DCIM/jbc/Daphne cneorum_dbgi_008575_01.jpg,DCIM/jbc/Daphne cneorum_dbgi_008575_02.jpg,DCIM/jbc/Daphne cneorum_dbgi_008575_03.jpg,DCIM/jbc/Daphne cneorum_dbgi_008575_04.jpg,DCIM/jbc/Daphne cneorum_dbgi_008575_05.jpg,,2574717.9313692325,1097946.987887088,,,,,,,,20250520180323,,@emilie29964,dbgi_008575,POINT (46.032587453337875 7.112125258759386),7.112125258759386,46.032587453337875
Mazzarine Laboureau,Leaf,1,0,Penstemon fruticosus,0,,dbgi_008538,DCIM/jbc/Penstemon fruticosus_dbgi_008538_01.jpg,DCIM/jbc/Penstemon fruticosus_dbgi_008538_02.jpg,DCIM/jbc/Penstemon fruticosus_dbgi_008538_03.jpg,DCIM/jbc/Penstemon fruticosus_dbgi_008538_04.jpg,DCIM/jbc/Penstemon fruticosus_dbgi_008538_05.jpg,,2574735.907048834,1097948.749981549,,,,,,,,20250520164017,0009-0006-7011-4195,@mazzarinel,dbgi_008538,POINT (46.03260397923553 7.112357320627903),7.112357320627903,46.03260397923553
Mazzarine Laboureau,Leaf,1,0,Genista sagittalis,0,,dbgi_007069,DCIM/jbc/Genista sagittalis_dbgi_007069_01.jpg,DCIM/jbc/Genista sagittalis_dbgi_007069_02.jpg,DCIM/jbc/Genista sagittalis_dbgi_007069_03.jpg,DCIM/jbc/Genista sagittalis_dbgi_007069_04.jpg,DCIM/jbc/Genista sagittalis_dbgi_007069_05.jpg,,2574733.245690485,1097948.1458532757,,,,,,,,20250520164759,0009-0006-7011-4195,@mazzarinel,dbgi_007069,POINT (46.03259844493523 7.112322981603424),7.112322981603424,46.03259844493523
Mazzarine Laboureau,Leaf,1,0,Carolina acanthifolia,0,,dbgi_008537,DCIM/jbc/Carolina acanthifolia_dbgi_008537_01.jpg,DCIM/jbc/Carolina acanthifolia_dbgi_008537_02.jpg,DCIM/jbc/Carolina acanthifolia_dbgi_008537_03.jpg,DCIM/jbc/Carolina acanthifolia_dbgi_008537_04.jpg,DCIM/jbc/Carolina acanthifolia_dbgi_008537_05.jpg,,2574733.1428650054,1097949.186450009,,,,,,,,20250520165231,0009-0006-7011-4195,@mazzarinel,dbgi_008537,POINT (46.032607801646904 7.112321597504246),7.112321597504246,46.032607801646904
Mazzarine Laboureau,Leaf,1,0,Senecio jacobaea,0,,dbgi_008776,DCIM/jbc/Senecio jacobaea_dbgi_008776_01.jpg,DCIM/jbc/Senecio jacobaea_dbgi_008776_02.jpg,DCIM/jbc/Senecio jacobaea_dbgi_008776_03.jpg,DCIM/jbc/Senecio jacobaea_dbgi_008776_04.jpg,DCIM/jbc/Senecio jacobaea_dbgi_008776_05.jpg,,2574730.8094379664,1097948.9898125008,,,,,,,,20250520165737,0009-0006-7011-4195,@mazzarinel,dbgi_008776,POINT (46.03260594518921 7.1122914717611065),7.1122914717611065,46.03260594518921
Mazzarine Laboureau,Leaf,1,0,Bergenia pacifica,0,,dbgi_008787,DCIM/jbc/Bergenia pacifica_dbgi_008787_01.jpg,DCIM/jbc/Bergenia pacifica_dbgi_008787_02.jpg,DCIM/jbc/Bergenia pacifica_dbgi_008787_03.jpg,DCIM/jbc/Bergenia pacifica_dbgi_008787_04.jpg,DCIM/jbc/Bergenia pacifica_dbgi_008787_05.jpg,,2574732.50919307,1097945.0143650053,,,,,,,,20250520170341,0009-0006-7011-4195,@mazzarinel,dbgi_008787,POINT (46.03257024832217 7.112313638532282),7.112313638532282,46.03257024832217
Mazzarine Laboureau,Leaf,1,0,Erica herbacea,0,,dbgi_008742,DCIM/jbc/Erica herbacea_dbgi_008742_01.jpg,DCIM/jbc/Erica herbacea_dbgi_008742_02.jpg,DCIM/jbc/Erica herbacea_dbgi_008742_03.jpg,DCIM/jbc/Erica herbacea_dbgi_008742_04.jpg,DCIM/jbc/Erica herbacea_dbgi_008742_05.jpg,,2574734.7854472063,1097944.8755617556,,,,,,,,20250520170822,0009-0006-7011-4195,@mazzarinel,dbgi_008742,POINT (46.03256908520693 7.112343043949253),7.112343043949253,46.03256908520693
Mazzarine Laboureau,Leaf,1,0,Adonis vernalis,0,,dbgi_008828,DCIM/jbc/Adonis vernalis_dbgi_008828_01.jpg,DCIM/jbc/Adonis vernalis_dbgi_008828_02.jpg,DCIM/jbc/Adonis vernalis_dbgi_008828_03.jpg,DCIM/jbc/Adonis vernalis_dbgi_008828_04.jpg,DCIM/jbc/Adonis vernalis_dbgi_008828_05.jpg,,2574734.459423809,1097943.3186365387,,,,,,,,20250520171328,0009-0006-7011-4195,@mazzarinel,dbgi_008828,POINT (46.032555067816496 7.112338917276175),7.112338917276175,46.032555067816496
Mazzarine Laboureau,Leaf,1,0,Potentilla atrosanguinea,0,,dbgi_008760,DCIM/jbc/Potentilla atrosanguinea_dbgi_008760_01.jpg,DCIM/jbc/Potentilla atrosanguinea_dbgi_008760_02.jpg,DCIM/jbc/Potentilla atrosanguinea_dbgi_008760_03.jpg,DCIM/jbc/Potentilla atrosanguinea_dbgi_008760_04.jpg,DCIM/jbc/Potentilla atrosanguinea_dbgi_008760_05.jpg,,2574734.3123752973,1097942.54353318,,,,,,,,20250520171656,0009-0006-7011-4195,@mazzarinel,dbgi_008760,POINT (46.032548089938366 7.112337059924596),7.112337059924596,46.032548089938366
Mazzarine Laboureau,Leaf,1,0,Convallaria majalis ,0,,dbgi_008813,DCIM/jbc/Convallaria majalis _dbgi_008813_01.jpg,DCIM/jbc/Convallaria majalis _dbgi_008813_02.jpg,DCIM/jbc/Convallaria majalis _dbgi_008813_03.jpg,DCIM/jbc/Convallaria majalis _dbgi_008813_04.jpg,DCIM/jbc/Convallaria majalis _dbgi_008813_05.jpg,,2574734.096363251,1097942.1656287075,,,,,,,,20250520172129,0009-0006-7011-4195,@mazzarinel,dbgi_008813,POINT (46.03254468242935 7.112334290492936),7.112334290492936,46.03254468242935
Mazzarine Laboureau,Leaf,1,0,Pinus mugo ,0,,dbgi_008712,DCIM/jbc/Pinus mugo _dbgi_008712_01.jpg,DCIM/jbc/Pinus mugo _dbgi_008712_02.jpg,DCIM/jbc/Pinus mugo _dbgi_008712_03.jpg,DCIM/jbc/Pinus mugo _dbgi_008712_04.jpg,DCIM/jbc/Pinus mugo _dbgi_008712_05.jpg,,2574733.983008056,1097942.593559755,,,,,,,,20250520172710,0009-0006-7011-4195,@mazzarinel,dbgi_008712,POINT (46.03254852757932 7.112332803435191),7.112332803435191,46.03254852757932
Mazzarine Laboureau,Leaf,1,0,Hemerocallis minor,0,,dbgi_008541,DCIM/jbc/Hemerocallis minor_dbgi_008541_01.jpg,DCIM/jbc/Hemerocallis minor_dbgi_008541_02.jpg,DCIM/jbc/Hemerocallis minor_dbgi_008541_03.jpg,DCIM/jbc/Hemerocallis minor_dbgi_008541_04.jpg,DCIM/jbc/Hemerocallis minor_dbgi_008541_05.jpg,,2574730.754142493,1097940.8726621803,,,,,,,,20250520173216,0009-0006-7011-4195,@mazzarinel,dbgi_008541,POINT (46.03253292618459 7.11229119528283),7.11229119528283,46.03253292618459
