quality_grade,taxon_geoprivacy,annotations,uuid,observed_on_details.date,observed_on_details.day,observed_on_details.month,observed_on_details.year,observed_on_details.hour,observed_on_details.week,id,cached_votes_total,identifications_most_agree,created_at_details.date,created_at_details.day,created_at_details.month,created_at_details.year,created_at_details.hour,created_at_details.week,species_guess,identifications_most_disagree,tags,positional_accuracy,comments_count,site_id,created_time_zone,license_code,observed_time_zone,quality_metrics,public_positional_accuracy,reviewed_by,oauth_application_id,flags,created_at,description,time_zone_offset,project_ids_with_curator_id,observed_on,observed_on_string,updated_at,sounds,place_ids,captive,taxon.is_active,taxon.ancestry,taxon.min_species_ancestry,taxon.endemic,taxon.iconic_taxon_id,taxon.min_species_taxon_id,taxon.threatened,taxon.rank_level,taxon.introduced,taxon.native,taxon.parent_id,taxon.name,taxon.rank,taxon.extinct,taxon.id,taxon.ancestor_ids,taxon.created_at,taxon.default_photo.id,taxon.default_photo.license_code,taxon.default_photo.attribution,taxon.default_photo.url,taxon.default_photo.original_dimensions.height,taxon.default_photo.original_dimensions.width,taxon.default_photo.flags,taxon.default_photo.attribution_name,taxon.default_photo.square_url,taxon.default_photo.medium_url,taxon.taxon_changes_count,taxon.taxon_schemes_count,taxon.observations_count,taxon.photos_locked,taxon.universal_search_rank,taxon.flag_counts.resolved,taxon.flag_counts.unresolved,taxon.current_synonymous_taxon_ids,taxon.atlas_id,taxon.wikipedia_url,taxon.iconic_taxon_name,taxon.preferred_common_name,ident_taxon_ids,outlinks,faves_count,num_identification_agreements,comments,map_scale,uri,project_ids,community_taxon_id,geojson.type,geojson.coordinates,owners_identification_from_vision,identifications_count,obscured,num_identification_disagreements,location,votes,spam,user.id,user.login,user.spam,user.suspended,user.created_at,user.site_id,user.login_autocomplete,user.login_exact,user.name,user.name_autocomplete,user.icon,user.observations_count,user.identifications_count,user.journal_posts_count,user.activity_count,user.species_count,user.annotated_observations_count,user.universal_search_rank,user.roles,user.icon_url,mappable,identifications_some_agree,project_ids_without_curator_id,place_guess,identifications,project_observations,photos,faves,photo_url,ofvs.15466,identification_disagreements_count,ofvs.15239,taxon.conservation_status.id,taxon.conservation_status.source_id,taxon.conservation_status.user_id,taxon.conservation_status.authority,taxon.conservation_status.status,taxon.conservation_status.status_name,taxon.conservation_status.geoprivacy,taxon.conservation_status.iucn,ofvs.15164,ofvs.1901,ofvs.15465,taxon.complete_rank
casual,,[],bdb60c0d-e16c-4ca1-ac6d-1500e7e31f29,2025-05-21,21.0,5.0,2025.0,8.0,21.0,305767127,0,True,2025-08-12,12,8,2025,15,33,Veronica pinguifolia,False,"['emi_external_id:dbgi_008534', 'emi_collector:Pierre-Marie Allard', 'emi_collector_orcid:0000-0003-3389-2191', 'emi_collector_inat:@pmallard']",,0,1,Europe/Zurich,cc0,Europe/Zurich,"[{'id': 22150806, 'user_id': 6687578, 'metric': 'wild', 'agree': False, 'user': {'id': 6687578, 'login': 'dbgi', 'spam': False, 'suspended': False, 'created_at': '2023-04-15T18:23:10+00:00', 'login_autocomplete': 'dbgi', 'login_exact': 'dbgi', 'name': None, 'name_autocomplete': None, 'orcid': None, 'icon': None, 'observations_count': 1682, 'identifications_count': 0, 'journal_posts_count': 0, 'activity_count': 1682, 'species_count': 736, 'annotated_observations_count': 0, 'universal_search_rank': 1682, 'roles': [], 'site_id': 1, 'icon_url': None}}]",,"[1378031, 6687578]",,[],2025-08-12 15:36:50+02:00,Original observer: @pmallard,+01:00,[],2025-05-21 08:32:00+02:00,2025/05/21 8:32 AM,2025-08-12 15:43:11+02:00,[],"[7236, 12675, 53832, 59614, 67952, 80627, 81490, 96372, 97391, 98008, 108692, 128838, 148288, 154076, 220507]",True,True,48460/47126/211194/47125/47124/48151/50638/840955/51611/738628/939982,"48460,47126,211194,47125,47124,48151,50638,840955,51611,738628,939982,738798",False,47126,738798,False,10,False,False,939982,Veronica pinguifolia,species,False,738798,"[48460, 47126, 211194, 47125, 47124, 48151, 50638, 840955, 51611, 738628, 939982, 738798]",2018-07-07T17:47:39+00:00,1504368.0,cc-by-nc,"(c) Leon Perrie, some rights reserved (CC BY-NC), uploaded by Leon Perrie",https://inaturalist-open-data.s3.amazonaws.com/photos/1504368/square.jpg,1001.0,1500.0,[],Leon Perrie,https://inaturalist-open-data.s3.amazonaws.com/photos/1504368/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/1504368/medium.jpg,2,1,355,False,355,0,0,,20357.0,https://en.wikipedia.org/wiki/Veronica_pinguifolia,Plantae,,"[48460, 47126, 211194, 47125, 47124, 48151, 50638, 840955, 51611, 738628, 939982, 738798]",[],0,1,[],,https://www.inaturalist.org/observations/305767127,[],939982.0,Point,"[7.1120977564, 46.0325400149]",False,1,False,0,"[46.0325400149, 7.1120977564]",[],False,6687578,dbgi,False,False,2023-04-15T18:23:10+00:00,1.0,dbgi,dbgi,,,,1682,0,0,1682,736,0.0,1682,[],,True,True,[],"Orsières, Switzerland","[{'680547730': 738798}, {'680545124': 939982}]",[],"[{'551343738': 'https://inaturalist-open-data.s3.amazonaws.com/photos/551343738/square.jpg'}, {'551343743': 'https://inaturalist-open-data.s3.amazonaws.com/photos/551343743/square.jpg'}, {'551343748': 'https://inaturalist-open-data.s3.amazonaws.com/photos/551343748/square.jpg'}, {'551343754': 'https://inaturalist-open-data.s3.amazonaws.com/photos/551343754/square.jpg'}, {'551343760': 'https://inaturalist-open-data.s3.amazonaws.com/photos/551343760/square.jpg'}]",[],https://inaturalist-open-data.s3.amazonaws.com/photos/551343738/square.jpg,,0.0,,,,,,,,,,,,,
